comment_id,index,label_logprobs
23452,45,"{'1': -0.0732194185256958, '2': -2.6669692993164062, '0': -6.776344299316406}"
886,46,"{'2': -0.2161576747894287, '1': -1.6380326747894287, '0': -10.434907913208008}"
32374,47,"{'2': -5.483612312673358e-06, '1': -12.109380722045898, '0': -19.6328182220459}"
25790,48,"{'2': -0.004692969378083944, '1': -5.364068031311035, '0': -15.770318031311035}"
5611,49,"{'1': -0.007382966578006744, '0': -4.976132869720459, '2': -7.694882869720459}"
44643,50,"{'2': -0.019919123500585556, '1': -3.9261691570281982, '0': -12.762106895446777}"
31537,51,"{'2': -0.012905998155474663, '1': -4.356656074523926, '0': -13.255093574523926}"
11238,52,"{'2': -1.0728830375228426e-06, '1': -13.750000953674316, '0': -19.609376907348633}"
19943,53,"{'1': -0.040522534400224686, '2': -3.478022575378418, '0': -4.728022575378418}"
20844,54,"{'2': -5.1973900554003194e-05, '1': -9.890676498413086, '0': -13.546926498413086}"
39016,55,"{'2': 0.0, '1': -21.046875, '0': -23.1875}"
42490,56,"{'0': -0.03805139660835266, '1': -3.2880513668060303, '2': -11.50680160522461}"
1402,57,"{'1': -0.06164386123418808, '2': -2.8272688388824463, '0': -7.405394077301025}"
41581,58,"{'2': -0.0002494739310350269, '1': -8.297124862670898, '0': -15.539312362670898}"
48081,59,"{'1': -0.18520943820476532, '2': -1.7789593935012817, '0': -8.271146774291992}"
12449,60,"{'2': -2.3841855067985307e-07, '1': -15.46875, '0': -20.65625}"
46066,61,"{'1': -0.22963611781597137, '2': -1.6983860731124878, '0': -3.8077611923217773}"
37829,62,"{'1': -0.13076898455619812, '2': -2.0995190143585205, '0': -9.654206275939941}"
1192,63,"{'2': -0.003390043042600155, '1': -5.690889835357666, '0': -11.769015312194824}"
44768,64,"{'2': -0.013730952516198158, '1': -4.294981002807617, '0': -15.107481002807617}"
33748,65,"{'1': -0.052200380712747574, '0': -2.9897003173828125, '2': -7.4897003173828125}"
13741,66,"{'1': -0.043173808604478836, '0': -3.1681737899780273, '2': -8.652548789978027}"
25323,67,"{'2': -0.6853755116462708, '1': -0.7010005116462708, '0': -11.513500213623047}"
6831,68,"{'2': -1.311301275563892e-06, '1': -13.578125953674316, '0': -19.781251907348633}"
43075,69,"{'2': -0.026300331577658653, '1': -3.6513004302978516, '0': -15.705987930297852}"
48594,70,"{'1': -0.33159011602401733, '0': -1.269090175628662, '2': -6.784715175628662}"
16311,71,"{'2': -0.60379558801651, '1': -0.79129558801651, '0': -11.510046005249023}"
48957,72,"{'2': -0.14688922464847565, '1': -1.9906392097473145, '0': -13.053139686584473}"
38719,73,"{'2': -1.6689286894688848e-06, '1': -13.312501907348633, '0': -18.109376907348633}"
17090,74,"{'0': -0.1673140525817871, '1': -1.870439052581787, '2': -11.511064529418945}"
5391,75,"{'0': -9.059495641849935e-05, '1': -9.312590599060059, '2': -14.968840599060059}"
35794,76,"{'2': -0.0012861560098826885, '1': -6.657536029815674, '0': -13.720036506652832}"
42107,77,"{'2': -8.106198947643861e-06, '1': -11.718757629394531, '0': -19.12500762939453}"
20695,78,"{'0': -0.05011054128408432, '1': -3.0188605785369873, '2': -10.878235816955566}"
14184,79,"{'0': -0.044334836304187775, '1': -3.138084888458252, '2': -14.216209411621094}"
48140,80,"{'2': -2.3603161025675945e-05, '1': -10.65627384185791, '0': -18.695335388183594}"
41025,81,"{'1': -0.24169981479644775, '0': -1.5385748147964478, '2': -10.757325172424316}"
34714,82,"{'2': -1.1920928244535389e-07, '1': -15.859375, '0': -21.53125}"
48242,83,"{'1': -0.017695177346467972, '2': -4.12706995010376, '0': -6.56456995010376}"
26845,84,"{'2': -1.7881377516459906e-06, '1': -13.265626907348633, '0': -21.484376907348633}"
8070,85,"{'2': -0.00018249277491122484, '1': -8.609557151794434, '0': -16.21893310546875}"
24948,86,"{'1': -0.13282063603401184, '2': -2.0859456062316895, '0': -8.578133583068848}"
12635,87,"{'2': -2.3841855067985307e-07, '1': -15.265625, '0': -20.953125}"
29293,88,"{'2': -0.029296942055225372, '1': -3.544921875, '0': -13.833984375}"
12271,89,"{'2': -0.008633667603135109, '1': -4.774258613586426, '0': -8.789883613586426}"
28981,90,"{'2': -4.529942543740617e-06, '1': -12.312504768371582, '0': -19.343753814697266}"
43872,91,"{'1': -0.1557050198316574, '2': -1.9369549751281738, '0': -9.983830451965332}"
7737,92,"{'2': -0.03863385692238808, '1': -3.2730088233947754, '0': -12.241759300231934}"
16019,93,"{'0': -0.006515095010399818, '1': -5.037765026092529, '2': -12.084640502929688}"
37045,94,"{'1': -0.23188769817352295, '2': -1.575637698173523, '0': -9.325637817382812}"
49409,95,"{'2': -0.038042448461055756, '1': -3.2880425453186035, '0': -13.788042068481445}"
47899,96,"{'2': -0.005153111182153225, '1': -5.270778179168701, '0': -15.497340202331543}"
30201,97,"{'2': -0.009167601354420185, '1': -4.696667671203613, '0': -16.016979217529297}"
12334,98,"{'2': -2.9802276912960224e-06, '1': -12.71875286102295, '0': -19.093753814697266}"
49530,99,"{'2': -0.001032891683280468, '1': -6.876032829284668, '0': -15.727595329284668}"
26115,100,"{'0': -0.28891506791114807, '1': -1.3826650381088257, '2': -11.093602180480957}"
11314,101,"{'1': -0.3439926207065582, '0': -1.2346175909042358, '2': -9.031492233276367}"
5650,102,"{'1': -0.09595578163862228, '0': -2.3928308486938477, '2': -8.986580848693848}"
33903,103,"{'0': -5.149708886165172e-05, '1': -9.875051498413086, '2': -17.718801498413086}"
10634,104,"{'0': -0.03469770401716232, '1': -3.3784477710723877, '2': -12.987822532653809}"
26214,105,"{'1': -0.04643210396170616, '2': -3.0933070182800293, '0': -10.874557495117188}"
9453,106,"{'2': -1.1920922133867862e-06, '1': -13.687500953674316, '0': -19.343751907348633}"
9411,107,"{'0': -4.410734163684538e-06, '1': -12.375004768371582, '2': -15.312504768371582}"
686,108,"{'1': -0.05730166658759117, '2': -2.9010517597198486, '0': -7.2291765213012695}"
16823,109,"{'2': -0.07323914021253586, '1': -2.6513640880584717, '0': -9.62011432647705}"
37890,110,"{'2': -0.0015023384476080537, '1': -6.501502513885498, '0': -16.814002990722656}"
7574,111,"{'2': -0.0035447163973003626, '1': -5.644169807434082, '0': -14.862919807434082}"
38840,112,"{'1': -0.007737782318145037, '0': -5.351487636566162, '2': -5.820237636566162}"
21953,113,"{'1': -0.004391550086438656, '2': -6.020016670227051, '0': -6.238766670227051}"
16356,114,"{'0': -0.07548986375331879, '1': -2.6223647594451904, '2': -9.43486499786377}"
7896,115,"{'1': -0.3399958908557892, '2': -1.2462458610534668, '0': -7.347808361053467}"
23646,116,"{'1': -0.2059047371149063, '0': -1.6902797222137451, '2': -6.424654960632324}"
22607,117,"{'2': -0.26986730098724365, '1': -1.4417423009872437, '0': -12.496429443359375}"
4267,118,"{'0': -0.00014220656885299832, '1': -8.859517097473145, '2': -15.547017097473145}"
26915,119,"{'2': -0.007253739051520824, '1': -5.022878646850586, '0': -7.351003646850586}"
40331,120,"{'1': -0.2484930008649826, '2': -1.514117956161499, '0': -10.709430694580078}"
3581,121,"{'2': -0.00043275527423247695, '1': -7.797307968139648, '0': -10.734807968139648}"
41018,122,"{'1': -0.0079433498904109, '0': -5.273568153381348, '2': -5.882943153381348}"
43300,123,"{'2': -1.7881377516459906e-06, '1': -13.218751907348633, '0': -19.234376907348633}"
46711,124,"{'0': -0.138614684343338, '1': -2.0448646545410156, '2': -10.154239654541016}"
13308,125,"{'1': -0.6550273299217224, '0': -0.7331523299217224, '2': -8.623777389526367}"
38052,126,"{'2': -0.16731727123260498, '1': -1.870442271232605, '0': -11.229817390441895}"
37950,127,"{'2': -0.21028302609920502, '1': -1.6634080410003662, '0': -8.788408279418945}"
38433,128,"{'0': -0.004488749895244837, '1': -5.410738945007324, '2': -11.473238945007324}"
29026,129,"{'2': -0.00024971229140646756, '1': -8.297124862670898, '0': -14.453374862670898}"
3101,130,"{'0': -0.14903731644153595, '1': -1.9771623611450195, '2': -13.42247486114502}"
1832,131,"{'1': -0.010503959842026234, '0': -4.604253768920898, '2': -7.729253768920898}"
46846,132,"{'0': -0.6625334620475769, '1': -0.7250334620475769, '2': -8.8187837600708}"
17601,133,"{'2': -4.351044481154531e-05, '1': -10.046918869018555, '0': -15.070356369018555}"
20950,134,"{'2': -0.00045849301386624575, '1': -7.687958717346191, '0': -15.812958717346191}"
19924,135,"{'2': -0.0001512651506345719, '1': -8.797026634216309, '0': -16.640775680541992}"
29478,136,"{'1': -0.41866233944892883, '0': -1.6217873096466064, '2': -1.9342873096466064}"
17037,137,"{'2': -0.4341869056224823, '1': -1.0435619354248047, '0': -11.434186935424805}"
31516,138,"{'2': -0.0005040090763941407, '1': -7.594254016876221, '0': -14.250503540039062}"
26033,139,"{'1': -0.06026114895939827, '2': -2.8883862495422363, '0': -5.872761249542236}"
25490,140,"{'2': -0.0004444326623342931, '1': -7.719194412231445, '0': -16.656694412231445}"
46657,141,"{'2': -0.012317068874835968, '1': -4.402942180633545, '0': -15.051379203796387}"
38578,142,"{'0': -0.004210892133414745, '1': -5.472960948944092, '2': -12.629210472106934}"
45835,143,"{'1': -0.15344096720218658, '2': -1.9503159523010254, '0': -10.848753929138184}"
44820,144,"{'2': -0.14269793033599854, '1': -2.017697811126709, '0': -10.697385787963867}"
39890,145,"{'1': -0.5759459733963013, '2': -0.8259459733963013, '0': -11.943133354187012}"
24908,146,"{'2': -0.02754790335893631, '1': -3.605672836303711, '0': -12.785360336303711}"
36126,147,"{'0': -0.02842402271926403, '1': -3.575299024581909, '2': -10.997174263000488}"
14889,148,"{'2': -0.025112932547926903, '1': -3.6969878673553467, '0': -13.071988105773926}"
46827,149,"{'1': -0.0184052474796772, '2': -4.252780437469482, '0': -5.518405437469482}"
43131,150,"{'2': 0.0, '1': -21.453125, '0': -24.453125}"
23175,151,"{'2': -0.1957944631576538, '1': -1.7270444631576538, '0': -11.570794105529785}"
32857,152,"{'2': -0.004772225394845009, '1': -5.348522186279297, '0': -12.075084686279297}"
5141,153,"{'0': -0.0002535260282456875, '1': -8.281503677368164, '2': -14.797128677368164}"
34789,154,"{'2': -0.25543105602264404, '1': -1.489806056022644, '0': -13.778868675231934}"
22001,155,"{'0': -0.00015841660206206143, '1': -8.750158309936523, '2': -18.281408309936523}"
12494,156,"{'2': -1.1920928244535389e-07, '1': -15.75, '0': -21.75}"
42332,157,"{'0': -0.4073539674282074, '1': -1.0948539972305298, '2': -12.719854354858398}"
1919,158,"{'1': -0.16508950293064117, '2': -1.88383948802948, '0': -8.64165210723877}"
23793,159,"{'2': -0.021854525431990623, '1': -3.8343546390533447, '0': -13.037479400634766}"
35604,160,"{'2': -2.3841855067985307e-07, '1': -15.453125, '0': -21.53125}"
11130,161,"{'1': -0.021302469074726105, '2': -3.8650524616241455, '0': -9.068177223205566}"
47202,162,"{'2': -0.004841984249651432, '1': -5.3329668045043945, '0': -14.434529304504395}"
4948,163,"{'1': -0.006284475326538086, '2': -5.365659713745117, '0': -6.443784713745117}"
17862,164,"{'1': -0.5691366195678711, '0': -0.8347616195678711, '2': -11.717574119567871}"
3,165,"{'1': -0.06584618985652924, '2': -2.7533462047576904, '0': -11.43303394317627}"
15365,166,"{'1': -0.2948702871799469, '2': -1.4667452573776245, '0': -3.701120376586914}"
49891,167,"{'1': -0.0876569077372551, '2': -2.4782819747924805, '0': -10.18921947479248}"
6946,168,"{'2': -1.1920928244535389e-07, '1': -16.578125, '0': -21.3125}"
24396,169,"{'1': -0.012959306128323078, '2': -4.8567094802856445, '0': -5.2785844802856445}"
12809,170,"{'2': -0.22126314043998718, '1': -2.1275131702423096, '0': -2.5337631702423096}"
34824,171,"{'1': -0.25048062205314636, '0': -1.5317306518554688, '2': -5.219230651855469}"
17470,172,"{'1': -0.11626787483692169, '0': -2.2100179195404053, '2': -9.647518157958984}"
42264,173,"{'2': -0.00011062010162277147, '1': -9.109485626220703, '0': -19.023548126220703}"
17372,174,"{'0': -0.08377666026353836, '1': -2.5212767124176025, '2': -11.958776473999023}"
34112,175,"{'1': -0.3630389869213104, '2': -1.1911640167236328, '0': -7.464601516723633}"
46835,176,"{'1': -0.26986873149871826, '2': -1.4417437314987183, '0': -12.152681350708008}"
15009,177,"{'2': -6.198863957251888e-06, '1': -12.000005722045898, '0': -18.0937557220459}"
13193,178,"{'0': -0.00016675988445058465, '1': -8.703291893005371, '2': -14.140791893005371}"
29,179,"{'0': -0.0045491536147892475, '1': -5.395174026489258, '2': -14.723299026489258}"
26745,180,"{'0': -0.08633574843406677, '1': -2.4925856590270996, '2': -10.930086135864258}"
29783,181,"{'2': -0.0024758896324783564, '1': -6.002475738525391, '0': -15.46341323852539}"
27140,182,"{'1': -0.1748964637517929, '0': -1.831146478652954, '2': -8.393646240234375}"
36829,183,"{'1': -0.014887424185872078, '0': -4.28051233291626, '2': -6.96801233291626}"
29107,184,"{'2': -0.0013898485340178013, '1': -6.579514980316162, '0': -14.985764503479004}"
9430,185,"{'1': -0.00845602061599493, '2': -4.883456230163574, '0': -7.070956230163574}"
40281,186,"{'2': -0.04234880581498146, '1': -3.182973861694336, '0': -12.964223861694336}"
5458,187,"{'2': -9.464769391342998e-05, '1': -9.265719413757324, '0': -19.28134536743164}"
774,188,"{'0': -0.49815213680267334, '1': -0.9356521368026733, '2': -10.951276779174805}"
15462,189,"{'2': -0.002849211450666189, '1': -5.862224102020264, '0': -15.166912078857422}"
42901,190,"{'1': -0.6700239181518555, '2': -0.7168989181518555, '0': -10.138773918151855}"
33856,191,"{'1': -0.01183087844401598, '2': -4.496205806732178, '0': -7.402455806732178}"
20190,192,"{'1': -0.014346078038215637, '0': -4.326846122741699, '2': -6.873721122741699}"
28859,193,"{'2': -0.016539135947823524, '1': -4.110289096832275, '0': -15.852477073669434}"
11064,194,"{'2': -0.0003518439189065248, '1': -7.953476905822754, '0': -14.695664405822754}"
40048,195,"{'2': -7.366862701019272e-05, '1': -9.515698432922363, '0': -16.83601188659668}"
12063,196,"{'2': -0.0031831806991249323, '1': -5.800058364868164, '0': -8.800058364868164}"
11368,197,"{'2': -0.023974983021616936, '1': -3.742724895477295, '0': -14.758350372314453}"
14181,198,"{'2': -0.43971118330955505, '1': -1.0334612131118774, '0': -12.463149070739746}"
34562,199,"{'2': -1.9192511899746023e-05, '1': -10.859394073486328, '0': -18.664081573486328}"
23957,200,"{'2': -0.009606444276869297, '1': -4.65023136138916, '0': -13.90804386138916}"
42325,201,"{'1': -0.0015587572706863284, '2': -7.157808780670166, '0': -7.157808780670166}"
23629,202,"{'1': -0.18906523287296295, '0': -1.7671902179718018, '2': -6.532815456390381}"
10076,203,"{'1': -0.018389331176877022, '2': -4.0340142250061035, '0': -7.5652642250061035}"
21238,204,"{'0': -0.0006169561529532075, '1': -7.391242027282715, '2': -15.625617027282715}"
7289,205,"{'2': -1.1920922133867862e-06, '1': -13.671875953674316, '0': -20.687501907348633}"
12292,206,"{'2': -0.09583577513694763, '1': -2.3927106857299805, '0': -12.18958568572998}"
34131,207,"{'2': -2.3841830625315197e-06, '1': -12.937501907348633, '0': -19.109376907348633}"
7644,208,"{'2': -0.002150010783225298, '1': -6.299025058746338, '0': -8.08027458190918}"
41970,209,"{'1': -0.03389886021614075, '2': -3.4245238304138184, '0': -7.174523830413818}"
28228,210,"{'2': -0.00012146688823122531, '1': -9.015746116638184, '0': -16.9610595703125}"
38359,211,"{'2': -2.8013790142722428e-05, '1': -10.484402656555176, '0': -18.351591110229492}"
27447,212,"{'0': -0.0015262633096426725, '1': -6.485901355743408, '2': -14.89215087890625}"
10501,213,"{'0': -0.007155624218285084, '1': -4.944655418395996, '2': -11.647780418395996}"
13949,214,"{'1': -0.02001330628991127, '2': -3.9418883323669434, '0': -7.816888332366943}"
36573,215,"{'1': -0.20430874824523926, '2': -1.6886837482452393, '0': -10.53243350982666}"
9218,216,"{'0': -2.3841855067985307e-07, '1': -15.484375, '2': -20.28125}"
9918,217,"{'2': -2.145764938177308e-06, '1': -13.109376907348633, '0': -15.781251907348633}"
4844,218,"{'1': -0.11346172541379929, '2': -2.23846173286438, '0': -7.355648994445801}"
4511,219,"{'0': -8.904537389753386e-05, '1': -9.328213691711426, '2': -15.953213691711426}"
1759,220,"{'0': -0.01554902270436287, '1': -4.171799182891846, '2': -12.359298706054688}"
20984,221,"{'2': -0.003080387134104967, '1': -5.784330368041992, '0': -15.385892868041992}"
25869,222,"{'1': -0.04631351679563522, '0': -3.108813524246216, '2': -7.413500785827637}"
24745,223,"{'0': -0.0007472821744158864, '1': -7.203872203826904, '2': -12.610122680664062}"
41554,224,"{'0': -0.0028942623175680637, '1': -5.846644401550293, '2': -14.409144401550293}"
37565,225,"{'2': -0.2625616490840912, '1': -1.4656866788864136, '0': -13.395374298095703}"
7328,226,"{'1': -0.009546817280352116, '2': -4.681421756744385, '0': -8.353297233581543}"
18630,227,"{'1': -0.0060264309868216515, '2': -5.427901268005371, '0': -6.427901268005371}"
16158,228,"{'2': -0.26986411213874817, '1': -1.4417390823364258, '0': -14.308926582336426}"
6732,229,"{'1': -0.19303427636623383, '2': -1.739909291267395, '0': -11.528971672058105}"
46569,230,"{'2': -0.33488181233406067, '1': -1.2567567825317383, '0': -13.256756782531738}"
46119,231,"{'2': -0.1697412133216858, '1': -1.857241153717041, '0': -11.1853666305542}"
28836,232,"{'1': -0.24514691531658173, '2': -1.5263968706130981, '0': -9.284209251403809}"
18341,233,"{'1': -0.03153141960501671, '0': -3.56278133392334, '2': -5.92215633392334}"
7856,234,"{'2': 0.0, '1': -20.3125, '0': -22.84375}"
33238,235,"{'2': -0.14268676936626434, '1': -2.0176868438720703, '0': -11.36924934387207}"
46434,236,"{'2': -0.01438509114086628, '1': -4.248760223388672, '0': -15.467510223388672}"
15513,237,"{'0': -0.13659235835075378, '1': -2.058467388153076, '2': -10.605341911315918}"
23658,238,"{'1': -0.08787419646978378, '0': -2.478499174118042, '2': -8.275374412536621}"
47250,239,"{'1': -0.19038371741771698, '0': -1.7528836727142334, '2': -9.377883911132812}"
7782,240,"{'0': -0.029300762340426445, '1': -3.5449256896972656, '2': -12.232425689697266}"
34603,241,"{'2': -0.032627809792757034, '1': -3.438877820968628, '0': -14.446690559387207}"
6770,242,"{'2': -0.007259183097630739, '1': -4.929134368896484, '0': -15.858821868896484}"
43431,243,"{'2': -0.4397111237049103, '1': -1.033461093902588, '0': -12.447524070739746}"
10724,244,"{'0': -0.0012857988476753235, '1': -6.657536029815674, '2': -14.204410552978516}"
15919,245,"{'0': -0.00500983651727438, '1': -5.301884651184082, '2': -11.098759651184082}"
40261,246,"{'2': -0.007488868664950132, '1': -4.89811372756958, '0': -15.491864204406738}"
29505,247,"{'2': -0.6038097143173218, '1': -0.7913097143173218, '0': -10.627246856689453}"
2531,248,"{'1': -0.3175068795681, '2': -1.3018819093704224, '0': -10.895631790161133}"
11624,249,"{'1': -0.0037392713129520416, '0': -6.238114356994629, '2': -6.331864356994629}"
21725,250,"{'2': -0.004078879952430725, '1': -5.5040788650512695, '0': -14.66814136505127}"
22602,251,"{'1': -0.3175528049468994, '2': -1.3019278049468994, '0': -9.64567756652832}"
12046,252,"{'2': -2.706014311115723e-05, '1': -10.51565170288086, '0': -18.67971420288086}"
19244,253,"{'0': -8.368142152903602e-05, '1': -9.390708923339844, '2': -15.515708923339844}"
3519,254,"{'2': -0.006116599775850773, '1': -5.0998663902282715, '0': -14.89674186706543}"
20816,255,"{'2': -0.6326214075088501, '1': -0.7576214075088501, '0': -10.710746765136719}"
35967,256,"{'2': -0.0004109491710551083, '1': -7.797286033630371, '0': -16.711347579956055}"
49507,257,"{'2': -0.019917486235499382, '1': -3.9261674880981445, '0': -13.605854988098145}"
20142,258,"{'1': -0.008818373084068298, '0': -4.91506814956665, '2': -6.54006814956665}"
20444,259,"{'2': -2.3841855067985307e-07, '1': -15.15625, '0': -19.734375}"
24678,260,"{'2': -0.13070665299892426, '1': -2.099456548690796, '0': -13.201019287109375}"
40697,261,"{'2': -0.0012457951670512557, '1': -6.688745975494385, '0': -15.962182998657227}"
49489,262,"{'2': -0.09301615506410599, '1': -2.4211411476135254, '0': -13.819579124450684}"
9622,263,"{'2': -0.0005137792322784662, '1': -7.578638553619385, '0': -12.953639030456543}"
17060,264,"{'2': -0.0013054428854957223, '1': -6.64193058013916, '0': -16.532554626464844}"
42563,265,"{'2': -0.1447676718235016, '1': -2.0041427612304688, '0': -13.926017761230469}"
22329,266,"{'0': -0.19871525466442108, '1': -1.7143402099609375, '2': -8.917465209960938}"
20811,267,"{'1': -0.6253201961517334, '2': -0.7659451961517334, '0': -11.078445434570312}"
41179,268,"{'1': -0.031949128955602646, '2': -3.469449043273926, '0': -8.078824043273926}"
46699,269,"{'0': -0.003181041684001684, '1': -5.753180980682373, '2': -12.612556457519531}"
34464,270,"{'2': -0.003435782389715314, '1': -5.6753106117248535, '0': -15.253436088562012}"
42434,271,"{'1': -0.007869903929531574, '0': -5.445369720458984, '2': -5.648494720458984}"
3384,272,"{'0': -0.6633058190345764, '1': -0.7258058190345764, '2': -6.991430759429932}"
35043,273,"{'0': -0.21021559834480286, '1': -1.6633405685424805, '2': -9.36646556854248}"
17467,274,"{'2': -3.576278118089249e-07, '1': -14.90625, '0': -19.765625}"
44059,275,"{'2': -0.0008300673216581345, '1': -7.094580173492432, '0': -16.532079696655273}"
8960,276,"{'1': -0.07772339880466461, '2': -2.593348503112793, '0': -11.476161003112793}"
40097,277,"{'2': -0.00031513971043750644, '1': -8.062814712524414, '0': -17.273752212524414}"
38065,278,"{'2': 0.0, '1': -17.515625, '0': -22.1875}"
7416,279,"{'2': -0.046415261924266815, '1': -3.093290328979492, '0': -13.132352828979492}"
3591,280,"{'0': -0.011944202706217766, '1': -4.43381929397583, '2': -12.418193817138672}"
20221,281,"{'2': -0.00010549465514486656, '1': -9.156355857849121, '0': -17.625104904174805}"
38937,282,"{'2': -0.037463318556547165, '1': -3.303088426589966, '0': -13.998400688171387}"
37538,283,"{'0': -0.01214089896529913, '1': -4.41839075088501, '2': -11.184016227722168}"
49316,284,"{'2': -1.4305104514278355e-06, '1': -13.437500953674316, '0': -21.171876907348633}"
10598,285,"{'2': -0.0008575814426876605, '1': -7.063357353210449, '0': -13.56335735321045}"
13127,286,"{'2': -0.01732618547976017, '1': -4.064201354980469, '0': -15.376701354980469}"
9679,287,"{'2': -0.2223079800605774, '1': -1.6129329204559326, '0': -10.456683158874512}"
46222,288,"{'1': -0.36247384548187256, '2': -1.1905988454818726, '0': -11.706223487854004}"
48930,289,"{'2': -0.1232566386461258, '1': -2.1545066833496094, '0': -12.80294418334961}"
1543,290,"{'2': -4.6967357775429264e-05, '1': -9.968796730041504, '0': -16.56254768371582}"
38432,291,"{'1': -0.04356876760721207, '2': -3.7310688495635986, '0': -3.9810688495635986}"
48024,292,"{'2': -0.5623923540115356, '1': -0.8436423540115356, '0': -11.124892234802246}"
17156,293,"{'2': -1.1920928244535389e-07, '1': -15.734375, '0': -21.078125}"
27161,294,"{'2': -1.1920922133867862e-06, '1': -13.656250953674316, '0': -21.554689407348633}"
28716,295,"{'1': -0.5897901058197021, '2': -0.8085401058197021, '0': -9.941352844238281}"
38942,296,"{'1': -0.018274392932653427, '2': -4.393274307250977, '0': -5.158899307250977}"
26616,297,"{'2': -0.00019131260341964662, '1': -8.562691688537598, '0': -15.461129188537598}"
28104,298,"{'2': -0.027546396479010582, '1': -3.6056714057922363, '0': -13.550983428955078}"
11150,299,"{'2': -0.010223403573036194, '1': -4.603973388671875, '0': -8.744598388671875}"
