comment_id,status,confidence,index
6616,2.0,0.994924568821875,73
17732,2.0,0.5095349047502878,74
10476,2.0,0.977755916823607,75
2747,1.0,0.36941302445887575,76
15026,0.0,0.9258745810235793,77
31779,2.0,0.9886342410578172,78
30261,1.0,0.3511172619425146,79
8503,2.0,0.5313738115579959,80
30061,,0.0,81
2952,2.0,0.7076418685232465,82
25918,0.0,0.9648016703299784,83
18090,0.0,0.739878325539357,84
23301,,0.0,85
39711,2.0,0.9892578717150761,86
20052,2.0,0.8640690646391102,87
18496,2.0,0.9286792140948561,88
10031,2.0,0.9301907379981539,89
38528,2.0,0.47827922216943825,90
28547,,0.0,91
8603,,0.0,92
17157,1.0,0.32105074566798714,93
45259,0.0,0.6034299704530306,94
41924,2.0,0.7311374743218896,95
15118,,0.0,96
20010,,0.0,97
4762,2.0,0.7829142787225103,98
36873,3.0,0.4305497343732121,99
20015,0.0,0.6306137947756691,100
5212,1.0,0.5023562513702895,101
25804,,0.0,102
25862,4.0,0.35234012955993665,103
23517,0.0,0.7446448351362546,104
4145,0.0,0.8772341817617902,105
21006,,0.0,106
39561,0.0,0.9839485387604252,107
1550,3.0,0.5613539058216456,108
29939,0.0,0.7007524689325214,109
20013,0.0,0.9285209163069488,110
22394,2.0,0.9804455716332606,111
34734,0.0,0.6433706468075464,112
40455,2.0,0.7631737357735449,113
20068,,0.0,114
21406,0.0,0.9443623121980802,115
30665,2.0,0.7455280066573412,116
20026,0.0,0.8216225088937988,117
20059,2.0,0.9842103650002436,118
8994,2.0,0.9554534472441568,119
20024,2.0,0.7144024591727933,120
4587,0.0,0.42397726734919644,121
26493,2.0,0.5156101621300233,122
20038,0.0,0.6603421361072477,123
43442,0.0,0.712001318397409,124
16178,0.0,0.9202538454500853,125
47205,0.0,0.7766313475550899,126
26842,2.0,0.5213960487814602,127
21275,,0.0,128
27786,0.0,0.39077841469202124,129
32962,0.0,0.5969382054071249,130
49016,0.0,0.49928165374547645,131
20045,,0.0,132
7479,3.0,0.2252877443384392,133
20069,2.0,0.9971770097413498,134
20088,,0.0,135
2088,4.0,0.43874258427909546,136
18346,2.0,0.3376107068699246,137
26170,1.0,0.18901016720489972,138
36180,2.0,0.8752482894444552,139
20008,,0.0,140
22489,0.0,0.886436364754652,141
19431,0.0,0.8212859407610127,142
1645,,0.0,143
28525,1.0,0.5027205772790527,144
20017,0.0,0.619031795690905,145
28203,,0.0,146
12852,2.0,0.834442426044082,147
31411,,0.0,148
17197,2.0,0.9845319513044938,149
6827,0.0,0.797730455415614,150
13252,0.0,0.7713275299326051,151
28929,1.0,0.3582121304984376,152
24983,0.0,0.3797292100221241,153
20925,2.0,0.6687138533433955,154
9989,0.0,0.5457376749265328,155
23012,2.0,0.9812729416878605,156
20685,,0.0,157
20061,2.0,0.9943866508167315,158
6032,,0.0,159
616,0.0,0.7641603860562725,160
46051,2.0,0.9604690530711429,161
23093,,0.0,162
20851,0.0,0.5125107733499105,163
20025,0.0,0.9045886669459446,164
20054,2.0,0.6737758875335216,165
39129,2.0,0.901161515267874,166
18417,1.0,0.46319440212674184,167
47401,2.0,0.6602187754088724,168
47047,2.0,0.877625416687883,169
28486,3.0,0.2944099733595805,170
30007,,0.0,171
20998,3.0,0.3714468803605241,172
20050,2.0,0.5813062525850321,173
32127,2.0,0.9866188051337738,174
17959,0.0,0.7113923094482718,175
12278,0.0,0.4550842593793909,176
48434,2.0,0.4355268066988805,177
23725,0.0,0.9748011045413486,178
38133,0.0,0.46943624426421177,179
19687,2.0,0.7713655519494421,180
19040,2.0,0.8823326320695055,181
38354,0.0,0.8354525789563219,182
27791,,0.0,183
1787,0.0,0.5858526085800564,184
26953,0.0,0.3183761564756263,185
2317,0.0,0.8837230919643727,186
20041,1.0,0.34612096038299606,187
6830,1.0,0.3263479063404502,188
48629,3.0,0.49881405341867885,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,3.0,0.5600479716322653,194
39511,0.0,0.7294952963807556,195
8717,2.0,0.41027206534523664,196
13734,,0.0,197
48979,0.0,0.610826765507128,198
28698,2.0,0.35569170183451077,199
