index,comment_id,annotator_id,p_yes,p_no,pred_yes,confidence_max,saw_yes,saw_no
55,39016,10060,0.9999922330473909,7.76695260902934e-06,1,0.9999922330473909,1,1
56,42490,3123,1.7502924745540823e-05,0.9999824970752543,0,0.9999824970752543,1,1
57,1402,4901,0.0008040858398518034,0.9991959141601483,0,0.9991959141601483,1,1
58,41581,2996,0.9999296881243297,7.031187567027197e-05,1,0.9999296881243297,1,1
59,48081,2980,0.9884918521222756,0.01150814787772428,1,0.9884918521222756,1,1
60,12449,2893,0.9999960330149719,3.9669850282599e-06,1,0.9999960330149719,1,1
61,46066,2914,0.16667540468797667,0.8333245953120233,0,0.8333245953120233,1,1
62,37829,4339,0.026759285513888915,0.973240714486111,0,0.973240714486111,1,1
63,1192,10352,0.9999599362910556,4.0063708944416036e-05,1,0.9999599362910556,1,1
64,44768,3590,0.9997546305496143,0.0002453694503856317,1,0.9997546305496143,1,1
65,33748,4146,0.00015356232443660585,0.9998464376755634,0,0.9998464376755634,1,1
66,13741,3624,0.9597620596782468,0.04023794032175321,1,0.9597620596782468,1,1
67,25323,2637,0.9994642195294781,0.0005357804705218642,1,0.9994642195294781,1,1
68,6831,2577,0.99999718698151,2.8130184900841078e-06,1,0.99999718698151,1,1
69,43075,2251,0.9744347890464284,0.0255652109535716,1,0.9744347890464284,1,1
70,48594,5266,0.00011235329403075828,0.9998876467059692,0,0.9998876467059692,1,1
71,16311,9140,0.9998858775771486,0.00011412242285143021,1,0.9998858775771486,1,1
72,48957,4800,0.9777138131620183,0.02228618683798162,1,0.9777138131620183,1,1
73,38719,4632,0.9999931456808222,6.854319177762895e-06,1,0.9999931456808222,1,1
74,17090,3691,9.028042243418546e-05,0.9999097195775657,0,0.9999097195775657,1,1
75,5391,10716,3.307590643838527e-07,0.9999996692409355,0,0.9999996692409355,1,1
76,35794,7453,0.9848109547583622,0.015189045241637809,1,0.9848109547583622,1,1
77,42107,4603,0.999998320267885,1.6797321148688407e-06,1,0.999998320267885,1,1
78,20695,6765,0.003945406689483649,0.9960545933105164,0,0.9960545933105164,1,1
79,14184,1168,6.643435026067479e-06,0.9999933565649738,0,0.9999933565649738,1,1
80,48140,10871,0.9999975175204993,2.4824795007854377e-06,1,0.9999975175204993,1,1
81,41025,1095,0.3311197264277872,0.6688802735722128,0,0.6688802735722128,1,1
82,34714,10256,0.9999983202679352,1.6797320648090078e-06,1,0.9999983202679352,1,1
83,48242,10381,0.45713671682749485,0.5428632831725052,0,0.5428632831725052,1,1
84,26845,3963,0.9999978092189314,2.1907810684152386e-06,1,0.9999978092189314,1,1
85,8070,5414,0.9998977001753778,0.00010229982462226334,1,0.9998977001753778,1,1
86,24948,9567,0.020332356310813628,0.9796676436891864,0,0.9796676436891864,1,1
87,12635,4976,0.9999994546703236,5.453296763893426e-07,1,0.9999994546703236,1,1
88,29293,1038,0.9995344730327125,0.00046552696728765423,1,0.9995344730327125,1,1
89,12271,415,0.9966233875931877,0.0033766124068122755,1,0.9966233875931877,1,1
90,28981,9054,0.9999978431827019,2.156817297991693e-06,1,0.9999978431827019,1,1
91,43872,8017,0.8577681049901036,0.1422318950098963,1,0.8577681049901036,1,1
92,7737,634,0.9999867880463976,1.3211953602411895e-05,1,0.9999867880463976,1,1
93,16019,3521,6.786736217354415e-07,0.9999993213263784,0,0.9999993213263784,1,1
94,37045,1768,0.9372107870185259,0.06278921298147408,1,0.9372107870185259,1,1
95,49409,10377,0.9954615689820747,0.004538431017925167,1,0.9954615689820747,1,1
96,47899,3538,0.9999469249286932,5.3075071306838786e-05,1,0.9999469249286932,1,1
97,30201,7049,0.9999477477362676,5.225226373239734e-05,1,0.9999477477362676,1,1
98,12334,5640,0.9998511615540164,0.00014883844598353988,1,0.9998511615540164,1,1
99,49530,9937,0.999994405661953,5.594338046881657e-06,1,0.999994405661953,1,1
100,26115,8321,4.029458282592747e-06,0.9999959705417174,0,0.9999959705417174,1,1
101,11314,11021,0.001648483039946556,0.9983515169600534,0,0.9983515169600534,1,1
102,5650,1742,0.3665897501624599,0.6334102498375401,0,0.6334102498375401,1,1
103,33903,5025,1.315668842453476e-07,0.9999998684331157,0,0.9999998684331157,1,1
104,10634,6140,1.0188088206040657e-06,0.9999989811911795,0,0.9999989811911795,1,1
105,26214,6036,0.42632157796989345,0.5736784220301065,0,0.5736784220301065,1,1
106,9453,8024,0.999990027053725,9.972946274946618e-06,1,0.999990027053725,1,1
107,9411,6207,0.00011591937772898789,0.999884080622271,0,0.999884080622271,1,1
108,686,6719,0.00040448154604053244,0.9995955184539596,0,0.9995955184539596,1,1
109,16823,7886,0.9999875885053989,1.2411494601062618e-05,1,0.9999875885053989,1,1
110,37890,5465,0.9994642193678939,0.0005357806321062294,1,0.9994642193678939,1,1
111,7574,8538,0.9999970519830128,2.9480169872377696e-06,1,0.9999970519830128,1,1
112,38840,9482,0.01615283340129258,0.9838471665987074,0,0.9838471665987074,1,1
113,21953,106,0.9314625069680097,0.06853749303199023,1,0.9314625069680097,1,1
114,16356,7563,1.4285514244209649e-05,0.9999857144857559,0,0.9999857144857559,1,1
115,7896,3167,0.9381240160063031,0.06187598399369696,1,0.9381240160063031,1,1
116,23646,3133,0.0006070754357912965,0.9993929245642086,0,0.9993929245642086,1,1
117,22607,10379,0.9999651918904867,3.480810951319575e-05,1,0.9999651918904867,1,1
118,4267,2003,1.538172495173468e-07,0.9999998461827505,0,0.9999998461827505,1,1
119,26915,1340,0.05921025738176786,0.9407897426182322,0,0.9407897426182322,1,1
120,40331,3292,0.25982564942392716,0.7401743505760728,0,0.7401743505760728,1,1
121,3581,643,0.9998579764020903,0.0001420235979096536,1,0.9998579764020903,1,1
122,41018,3056,0.32423539898095244,0.6757646010190476,0,0.6757646010190476,1,1
123,43300,4761,0.9999972305937557,2.7694062443889866e-06,1,0.9999972305937557,1,1
124,46711,1502,0.006003595263030731,0.9939964047369694,0,0.9939964047369694,1,1
125,13308,4612,0.03021458357436341,0.9697854164256366,0,0.9697854164256366,1,1
126,38052,9660,0.9766692305124306,0.02333076948756945,1,0.9766692305124306,1,1
127,37950,7397,0.8757869819218864,0.12421301807811345,1,0.8757869819218864,1,1
128,38433,3066,3.989717755401233e-07,0.9999996010282244,0,0.9999996010282244,1,1
129,29026,6517,0.9998390692373524,0.00016093076264751404,1,0.9998390692373524,1,1
130,3101,1379,2.2252808978331485e-06,0.9999977747191021,0,0.9999977747191021,1,1
131,1832,1815,0.061875990913480276,0.9381240090865198,0,0.9381240090865198,1,1
132,46846,11035,0.00013135174226823736,0.9998686482577317,0,0.9998686482577317,1,1
133,17601,10512,0.9999785550538159,2.1444946184079603e-05,1,0.9999785550538159,1,1
134,20950,7698,0.8933094046341532,0.10669059536584675,1,0.8933094046341532,1,1
135,19924,7773,0.9999962733593414,3.7266406585801967e-06,1,0.9999962733593414,1,1
136,29478,1055,0.00628990306826568,0.9937100969317342,0,0.9937100969317342,1,1
137,17037,8392,0.7826624789529376,0.21733752104706247,1,0.7826624789529376,1,1
138,31516,3281,0.08756383714196002,0.9124361628580401,0,0.9124361628580401,1,1
139,26033,3,0.7690802370707283,0.23091976292927183,1,0.7690802370707283,1,1
140,25490,9448,0.9999975560071271,2.443992872902977e-06,1,0.9999975560071271,1,1
141,46657,5659,0.9999509133664728,4.908663352712652e-05,1,0.9999509133664728,1,1
142,38578,718,2.9480157352687504e-06,0.9999970519842647,0,0.9999970519842647,1,1
143,45835,6128,0.9975656183895496,0.0024343816104504348,1,0.9975656183895496,1,1
144,44820,1334,0.9489172680991056,0.051082731900894476,1,0.9489172680991056,1,1
145,39890,130,0.9787126464990531,0.021287353500946904,1,0.9787126464990531,1,1
146,24908,1672,0.9489172623206392,0.05108273767936082,1,0.9489172623206392,1,1
147,36126,258,3.8449364337962285e-06,0.9999961550635662,0,0.9999961550635662,1,1
148,14889,6344,0.9997388096886862,0.00026119031131367456,1,0.9997388096886862,1,1
149,46827,2194,0.46879062662624377,0.5312093733737563,0,0.5312093733737563,1,1
150,43131,10533,0.999999454670608,5.453293919779824e-07,1,0.999999454670608,1,1
151,23175,2785,0.9991169540141742,0.000883045985825844,1,0.9991169540141742,1,1
152,32857,7258,0.9991959139207045,0.0008040860792954051,1,0.9991959139207045,1,1
153,5141,4479,3.1071942899350015e-07,0.9999996892805711,0,0.9999996892805711,1,1
154,34789,2071,0.9996317020383246,0.00036829796167535715,1,0.9996317020383246,1,1
155,22001,2396,5.805003335073609e-07,0.9999994194996665,0,0.9999994194996665,1,1
156,12494,2225,0.9999996587415206,3.412584792943087e-07,1,0.9999996587415206,1,1
157,42332,10807,0.0011160141269523057,0.9988839858730476,0,0.9988839858730476,1,1
158,1919,9991,0.665410558746814,0.33458944125318596,1,0.665410558746814,1,1
159,23793,8401,0.09670580370950446,0.9032941962904956,0,0.9032941962904956,1,1
160,35604,9585,0.9999984705868278,1.529413172172702e-06,1,0.9999984705868278,1,1
161,11130,3321,0.00046552700195597084,0.9995344729980441,0,0.9995344729980441,1,1
162,47202,7139,0.9992083703956629,0.0007916296043370275,1,0.9992083703956629,1,1
163,4948,4047,0.23091975234373582,0.769080247656264,0,0.769080247656264,1,1
164,17862,7900,6.854313943263381e-06,0.9999931456860567,0,0.9999931456860567,1,1
165,3,5021,0.44167300566462553,0.5583269943353745,0,0.5583269943353745,1,1
166,15365,7187,0.9992206337503196,0.0007793662496803757,1,0.9992206337503196,1,1
167,49891,5269,0.997817283927876,0.00218271607212402,1,0.997817283927876,1,1
168,6946,9866,0.9999992188516373,7.811483626472809e-07,1,0.9999992188516373,1,1
169,24396,2912,0.019124038987053598,0.9808759610129465,0,0.9808759610129465,1,1
170,12809,1067,0.9943580927957248,0.005641907204275157,1,0.9943580927957248,1,1
171,34824,7160,0.033589503231552416,0.9664104967684477,0,0.9664104967684477,1,1
172,17470,7473,0.015663651928176432,0.9843363480718235,0,0.9843363480718235,1,1
173,42264,427,0.9999877809220676,1.221907793229122e-05,1,0.9999877809220676,1,1
174,17372,7547,5.896416673314618e-07,0.9999994103583327,0,0.9999994103583327,1,1
175,34112,1656,0.25386100696924885,0.746138993030751,0,0.746138993030751,1,1
176,46835,3695,0.9314625012602593,0.06853749873974063,1,0.9314625012602593,1,1
177,15009,684,0.9999991420767114,8.579232887589907e-07,1,0.9999991420767114,1,1
178,13193,6398,1.3845999612105742e-05,0.9999861540003879,0,0.9999861540003879,1,1
179,29,2660,1.7502920572591917e-05,0.9999824970794273,0,0.9999824970794273,1,1
180,26745,7743,7.889266348109804e-06,0.9999921107336519,0,0.9999921107336519,1,1
181,29783,1895,0.9999987710816499,1.2289183501537573e-06,1,0.9999987710816499,1,1
182,27140,6632,0.009412589587609823,0.9905874104123901,0,0.9905874104123901,1,1
183,36829,8906,0.0003625898934495393,0.9996374101065505,0,0.9996374101065505,1,1
184,29107,1671,0.9999307781932879,6.922180671220831e-05,1,0.9999307781932879,1,1
185,9430,9377,0.00648826825188058,0.9935117317481195,0,0.9935117317481195,1,1
186,40281,8948,0.9999724643027308,2.7535697269121263e-05,1,0.9999724643027308,1,1
187,5458,2596,0.9989350370822337,0.001064962917766319,1,0.9989350370822337,1,1
188,774,4604,1.520684671537018e-05,0.9999847931532846,0,0.9999847931532846,1,1
189,15462,7668,0.14414884567931804,0.855851154320682,0,0.855851154320682,1,1
190,42901,11123,0.1347759104723777,0.8652240895276224,0,0.8652240895276224,1,1
191,33856,633,0.07055959814175729,0.9294404018582427,0,0.9294404018582427,1,1
192,20190,3980,0.8152324893520001,0.184767510648,1,0.8152324893520001,1,1
193,28859,10800,0.9953904288461961,0.004609571153803984,1,0.9953904288461961,1,1
194,11064,11043,0.9996946509337026,0.0003053490662974859,1,0.9996946509337026,1,1
195,40048,3775,0.9999967622370967,3.2377629033455187e-06,1,0.9999967622370967,1,1
196,12063,9418,0.9985220573276513,0.0014779426723487347,1,0.9985220573276513,1,1
197,11368,1761,0.9997428579569971,0.00025714204300280994,1,0.9997428579569971,1,1
198,14181,1927,0.9948603890548162,0.0051396109451837466,1,0.9948603890548162,1,1
199,34562,4015,0.9999667858151978,3.3214184802197183e-05,1,0.9999667858151978,1,1
200,23957,3515,0.9977829865320543,0.002217013467945596,1,0.9977829865320543,1,1
201,42325,3030,0.001622966771730741,0.9983770332282693,0,0.9983770332282693,1,1
202,23629,1758,3.041595515434448e-06,0.9999969584044847,0,0.9999969584044847,1,1
203,10076,6984,0.15002881674163046,0.8499711832583695,0,0.8499711832583695,1,1
204,21238,2747,2.0611536181902033e-09,0.9999999979388463,0,0.9999999979388463,0,1
205,7289,8598,0.999994744606094,5.255393905919945e-06,1,0.999994744606094,1,1
206,12292,9862,0.9989012687471772,0.001098731252822838,1,0.9989012687471772,1,1
207,34131,2619,0.9999760764942999,2.392350570004796e-05,1,0.9999760764942999,1,1
208,7644,5558,0.986777179608705,0.013222820391294979,1,0.986777179608705,1,1
209,41970,4769,0.8031737963569016,0.1968262036430985,1,0.8031737963569016,1,1
210,28228,5673,0.8577681049901036,0.1422318950098963,1,0.8577681049901036,1,1
211,38359,4442,0.9997546305806851,0.00024536941931479664,1,0.9997546305806851,1,1
212,27447,283,6.179394389475608e-07,0.9999993820605609,0,0.9999993820605609,1,1
213,10501,5569,4.7379061441833037e-07,0.9999995262093855,0,0.9999995262093855,1,1
214,13949,4061,0.31405054499180746,0.6859494550081925,0,0.6859494550081925,1,1
215,36573,2553,0.9822877010373297,0.017712298962670393,1,0.9822877010373297,1,1
216,9218,11004,9.042460433133395e-08,0.9999999095753958,0,0.9999999095753958,1,1
217,9918,2289,0.9999964991465897,3.5008534101942793e-06,1,0.9999964991465897,1,1
218,4844,6641,0.9987355783376236,0.0012644216623762818,1,0.9987355783376236,1,1
219,4511,2343,4.710910795972547e-06,0.999995289089204,0,0.999995289089204,1,1
220,1759,3267,5.805002124056372e-07,0.9999994194997875,0,0.9999994194997875,1,1
221,20984,10135,0.9990889489412328,0.0009110510587671301,1,0.9990889489412328,1,1
222,25869,10674,0.014063629935885703,0.9859363700641142,0,0.9859363700641142,1,1
223,24745,7035,1.2751908089126222e-07,0.9999998724809191,0,0.9999998724809191,1,1
224,41554,3457,3.071817721575287e-05,0.9999692818227843,0,0.9999692818227843,1,1
225,37565,9710,0.9999702268934905,2.9773106509483614e-05,1,0.9999702268934905,1,1
226,7328,4599,0.9539660936744719,0.04603390632552803,1,0.9539660936744719,1,1
227,18630,3989,0.9991030605695005,0.0008969394304995404,1,0.9991030605695005,1,1
228,16158,8075,0.9959927105782969,0.004007289421703175,1,0.9959927105782969,1,1
229,6732,5228,0.682573734412324,0.31742626558767584,1,0.682573734412324,1,1
230,46569,9128,0.9999339478731067,6.605212689320757e-05,1,0.9999339478731067,1,1
231,46119,7508,0.9999239751958884,7.602480411169603e-05,1,0.9999239751958884,1,1
232,28836,3773,0.82893881677331,0.17106118322669,1,0.82893881677331,1,1
233,18341,962,0.29098086621490676,0.7090191337850932,0,0.7090191337850932,1,1
234,7856,5162,0.9999991009042336,8.990957662870802e-07,1,0.9999991009042336,1,1
235,33238,2682,0.7090191337850932,0.29098086621490676,1,0.7090191337850932,1,1
236,46434,9958,0.9999749283983066,2.5071601693300806e-05,1,0.9999749283983066,1,1
237,15513,4832,1.4285518501564475e-05,0.9999857144814985,0,0.9999857144814985,1,1
238,23658,7807,3.705296314624225e-05,0.9999629470368537,0,0.9999629470368537,1,1
239,47250,822,0.0007096702722916998,0.9992903297277084,0,0.9992903297277084,1,1
240,7782,10936,0.00010720878814268501,0.9998927912118573,0,0.9998927912118573,1,1
241,34603,7662,0.9984268882091202,0.0015731117908798845,1,0.9984268882091202,1,1
242,6770,4944,0.9990746150238028,0.0009253849761971713,1,0.9990746150238028,1,1
243,43431,6386,0.987178786676413,0.012821213323586902,1,0.987178786676413,1,1
244,10724,8746,1.067702488204321e-06,0.9999989322975118,0,0.9999989322975118,1,1
245,15919,10037,4.888302773361011e-07,0.9999995111697226,0,0.9999995111697226,1,1
246,40261,8834,0.9992327077128139,0.0007672922871862027,1,0.9992327077128139,1,1
247,29505,2677,0.956634201545182,0.043365798454817896,1,0.956634201545182,1,1
248,2531,1081,0.23091976292927183,0.7690802370707283,0,0.7690802370707283,1,1
249,11624,816,0.006488268636102301,0.9935117313638977,0,0.9935117313638977,1,1
250,21725,7974,0.9998822554349082,0.00011774456509184313,1,0.9998822554349082,1,1
251,22602,2902,0.6261241772283034,0.37387582277169656,1,0.6261241772283034,1,1
252,12046,7916,0.9999992661792081,7.338207919005344e-07,1,0.9999992661792081,1,1
253,19244,504,5.043475585086388e-07,0.9999994956524415,0,0.9999994956524415,1,1
254,3519,6992,0.999195914010496,0.0008040859895040461,1,0.999195914010496,1,1
255,20816,582,0.5621765008857981,0.4378234991142019,1,0.5621765008857981,1,1
256,35967,3945,0.9961155227016754,0.0038844772983246253,1,0.9961155227016754,1,1
257,49507,612,0.9946981060736241,0.005301893926376027,1,0.9946981060736241,1,1
258,20142,9070,0.049589018770285855,0.9504109812297141,0,0.9504109812297141,1,1
259,20444,9130,0.99999557450768,4.425492320177306e-06,1,0.99999557450768,1,1
260,24678,4469,0.7879312006227324,0.21206879937726766,1,0.7879312006227324,1,1
261,40697,8619,0.9992445944628778,0.0007554055371222312,1,0.9992445944628778,1,1
262,49489,2753,0.9985220570747603,0.0014779429252396576,1,0.9985220570747603,1,1
263,9622,3581,0.9978842964735679,0.0021157035264320646,1,0.9978842964735679,1,1
264,17060,10444,0.9984268879282683,0.0015731120717317106,1,0.9984268879282683,1,1
265,42563,2305,0.9999778743267832,2.2125673216838832e-05,1,0.9999778743267832,1,1
266,22329,2068,0.00147794276031079,0.9985220572396891,0,0.9985220572396891,1,1
267,20811,677,0.9390248208414329,0.06097517915856705,1,0.9390248208414329,1,1
268,41179,2815,0.9416541618444,0.05834583815560004,1,0.9416541618444,1,1
269,46699,5774,1.29527098149985e-07,0.9999998704729017,0,0.9999998704729017,1,1
270,34464,8339,0.9972850146722079,0.0027149853277920882,1,0.9972850146722079,1,1
271,42434,1767,0.03161876453109181,0.9683812354689082,0,0.9683812354689082,1,1
272,3384,3674,0.0009547317110805592,0.9990452682889194,0,0.9990452682889194,1,1
273,35043,6092,0.0025114641110856734,0.9974885358889143,0,0.9974885358889143,1,1
274,17467,9024,0.9994557868388799,0.0005442131611201132,1,0.9994557868388799,1,1
275,44059,6410,0.9999989322969312,1.0677030689191102e-06,1,0.9999989322969312,1,1
276,8960,38,0.9732407156503339,0.026759284349666006,1,0.9732407156503339,1,1
277,40097,10113,0.9999865799902947,1.3420009705333034e-05,1,0.9999865799902947,1,1
278,38065,3643,0.9999923534597442,7.646540255627875e-06,1,0.9999923534597442,1,1
279,7416,3516,0.2094696714602651,0.7905303285397349,0,0.7905303285397349,1,1
280,3591,8411,2.0377476190193806e-07,0.999999796225238,0,0.999999796225238,1,1
281,20221,7768,0.9999623635682412,3.7636431758821956e-05,1,0.9999623635682412,1,1
282,38937,5678,0.8577680922643047,0.14223190773569533,1,0.8577680922643047,1,1
283,37538,1936,3.8070139856005755e-07,0.9999996192986015,0,0.9999996192986015,1,1
284,49316,199,0.9999956431194971,4.356880502845711e-06,1,0.9999956431194971,1,1
285,10598,6077,0.9928785698845606,0.007121430115439269,1,0.9928785698845606,1,1
286,13127,9277,0.9997468435788213,0.000253156421178727,1,0.9997468435788213,1,1
287,9679,11134,0.2658804730998169,0.734119526900183,0,0.734119526900183,1,1
288,46222,9640,0.9996079581319279,0.0003920418680720691,1,0.9996079581319279,1,1
289,48930,926,0.9923043523664415,0.007695647633558554,1,0.9923043523664415,1,1
290,1543,10236,0.9989012689434298,0.001098731056570263,1,0.9989012689434298,1,1
291,38432,1135,0.0005703156051561106,0.9994296843948438,0,0.9994296843948438,1,1
292,48024,3976,0.9910145715128202,0.008985428487179712,1,0.9910145715128202,1,1
293,17156,10409,0.9999994546705614,5.453294387026957e-07,1,0.9999994546705614,1,1
294,27161,9273,0.9999398584591479,6.014154085220701e-05,1,0.9999398584591479,1,1
295,28716,9240,0.004982269434934418,0.9950177305650656,0,0.9950177305650656,1,1
296,38942,2557,0.41489884579676883,0.5851011542032312,0,0.5851011542032312,1,1
297,26616,9673,0.9992327076785396,0.0007672923214605231,1,0.9992327076785396,1,1
298,28104,8927,0.9943580925449349,0.005641907455065106,1,0.9943580925449349,1,1
299,11150,8495,0.9998876466691412,0.0001123533308589061,1,0.9998876466691412,1,1
300,37452,7693,0.9999972305947253,2.7694052746086736e-06,1,0.9999972305947253,1,1
301,38738,765,0.9999832985752277,1.6701424772275904e-05,1,0.9999832985752277,1,1
302,2867,5639,0.004755201038170083,0.9952447989618299,0,0.9952447989618299,1,1
303,7795,7488,0.0008830457426102421,0.9991169542573898,0,0.9991169542573898,1,1
304,48965,8918,5.093706824871897e-06,0.9999949062931751,0,0.9999949062931751,1,1
305,7847,3208,0.9982178034655579,0.001782196534442127,1,0.9982178034655579,1,1
306,4382,3553,0.9728307684643189,0.027169231535681047,1,0.9728307684643189,1,1
307,18677,1826,2.0611536181902033e-09,0.9999999979388463,0,0.9999999979388463,0,1
308,37271,1591,0.999429684267441,0.0005703157325588951,1,0.999429684267441,1,1
309,49633,608,0.3140505321516081,0.6859494678483918,0,0.6859494678483918,1,1
310,14160,308,0.014063623737371644,0.9859363762626283,0,0.9859363762626283,1,1
311,39475,6970,0.9999477477522285,5.225224777153602e-05,1,0.9999477477522285,1,1
312,37299,1378,0.07369627580942689,0.926303724190573,0,0.926303724190573,1,1
313,33863,8788,0.9999897104831031,1.0289516896862895e-05,1,0.9999897104831031,1,1
314,315,11139,0.9999023843597599,9.761564024017132e-05,1,0.9999023843597599,1,1
315,22111,4726,0.9999977396758284,2.260324171598401e-06,1,0.9999977396758284,1,1
316,39578,2199,0.17553808224967943,0.8244619177503205,0,0.8244619177503205,1,1
317,48173,4874,0.0758581737534831,0.9241418262465169,0,0.9241418262465169,1,1
318,3514,354,0.23091976292927183,0.7690802370707283,0,0.7690802370707283,1,1
319,26652,124,0.5273165382362518,0.47268346176374826,1,0.5273165382362518,1,1
320,24572,9433,0.24508501313237172,0.7549149868676283,0,0.7549149868676283,1,1
321,42021,6330,0.9992445942069876,0.0007554057930123753,1,0.9992445942069876,1,1
322,15263,1897,0.004681823218713454,0.9953181767812865,0,0.9953181767812865,1,1
323,44293,5737,0.00025315643249283624,0.9997468435675072,0,0.9997468435675072,1,1
324,8230,636,0.9999959070886909,4.092911309188338e-06,1,0.9999959070886909,1,1
325,48126,1129,0.9674102542943773,0.03258974570562265,1,0.9674102542943773,1,1
326,12194,9001,0.0030278350245683794,0.9969721649754317,0,0.9969721649754317,1,1
327,15138,9698,0.9916842216454103,0.00831577835458982,1,0.9916842216454103,1,1
328,43427,7265,4.985956429698637e-05,0.9999501404357031,0,0.9999501404357031,1,1
329,27010,7863,0.9539660949832346,0.04603390501676544,1,0.9539660949832346,1,1
330,45100,9563,0.00036829801379279826,0.9996317019862072,0,0.9996317019862072,1,1
331,305,7632,0.8577680977182187,0.14223190228178134,1,0.8577680977182187,1,1
