comment_id,index,label_logprobs
12449,60,"{'0': -7.986990567587782e-06, '1': -11.734382629394531, '2': -17.60938262939453, '3': -21.03125762939453, '4': -22.76563262939453}"
46066,61,"{'0': -0.4222107529640198, '1': -1.094085693359375, '2': -4.656585693359375, '3': -9.781585693359375, '4': -12.656585693359375}"
37829,62,"{'2': -0.3460884988307953, '1': -1.2367135286331177, '3': -6.236713409423828, '0': -8.330463409423828, '4': -11.049213409423828}"
1192,63,"{'0': -0.001508409040980041, '1': -6.5015082359313965, '2': -12.032758712768555, '3': -15.892133712768555, '4': -17.392133712768555}"
44768,64,"{'0': -0.2699527442455292, '1': -1.4418277740478516, '2': -9.332452774047852, '3': -14.082452774047852, '4': -17.66057777404785}"
33748,65,"{'1': -0.13835373520851135, '2': -2.0758538246154785, '3': -5.8727288246154785, '0': -6.9664788246154785, '4': -13.21647834777832}"
13741,66,"{'1': -0.09306003153324127, '0': -2.42118501663208, '2': -10.014935493469238, '3': -15.639935493469238, '4': -19.522747039794922}"
25323,67,"{'1': -0.3877287805080414, '0': -1.1377288103103638, '2': -7.075228691101074, '3': -11.379916191101074, '4': -15.676791191101074}"
6831,68,"{'0': -0.0025550834834575653, '1': -5.971304893493652, '2': -13.986929893493652, '3': -17.15880584716797, '4': -18.95568084716797}"
43075,69,"{'0': -0.020543068647384644, '1': -3.895543098449707, '2': -13.739293098449707, '3': -17.12991714477539, '4': -20.56741714477539}"
48594,70,"{'3': -0.023573722690343857, '4': -3.836073637008667, '2': -6.398573875427246, '1': -9.851698875427246, '0': -12.586073875427246}"
16311,71,"{'0': -0.09727176278829575, '1': -2.378521680831909, '2': -12.714459419250488, '3': -16.566020965576172, '4': -19.339458465576172}"
48957,72,"{'0': -0.42353010177612305, '1': -1.064155101776123, '2': -8.329780578613281, '3': -11.767280578613281, '4': -14.931343078613281}"
38719,73,"{'0': -4.684815212385729e-05, '1': -9.984421730041504, '2': -14.187546730041504, '3': -17.28129768371582, '4': -18.32817268371582}"
17090,74,"{'3': -0.041824985295534134, '2': -3.21370005607605, '4': -7.229324817657471, '1': -10.448075294494629, '0': -14.104325294494629}"
5391,75,"{'3': -0.0934213325381279, '4': -2.421546220779419, '2': -7.812171459197998, '1': -13.67935848236084, '0': -16.226234436035156}"
35794,76,"{'0': -0.09270729869604111, '1': -2.436457395553589, '2': -6.85833215713501, '3': -10.936457633972168, '4': -13.686457633972168}"
42107,77,"{'1': -0.5896627902984619, '0': -0.9490377902984619, '3': -3.199037790298462, '4': -4.558412551879883, '2': -4.949037551879883}"
20695,78,"{'2': -0.2622174918651581, '3': -1.5903425216674805, '1': -3.7465925216674805, '0': -5.9184675216674805, '4': -7.5747175216674805}"
14184,79,"{'3': -0.4233035743236542, '2': -1.0639286041259766, '4': -10.720178604125977, '1': -14.298303604125977, '0': -16.540491104125977}"
48140,80,"{'0': -0.5304871201515198, '4': -1.514862060546875, '1': -1.889862060546875, '3': -3.280487060546875, '2': -5.764862060546875}"
41025,81,"{'2': -0.2355225533246994, '1': -1.5636475086212158, '0': -7.798022747039795, '3': -9.719897270202637, '4': -14.540209770202637}"
34714,82,"{'0': -0.00013791563105769455, '1': -8.890763282775879, '2': -15.406388282775879, '3': -18.734512329101562, '4': -20.515762329101562}"
48242,83,"{'1': -0.44059374928474426, '0': -1.0343437194824219, '2': -7.034343719482422, '3': -12.182781219482422, '4': -16.573406219482422}"
26845,84,"{'0': -0.0007440659101121128, '1': -7.203868865966797, '2': -16.172618865966797, '3': -19.891368865966797, '4': -22.242931365966797}"
8070,85,"{'0': -0.00016902448260225356, '1': -8.687668800354004, '2': -15.000168800354004, '3': -18.28141975402832, '4': -20.40641975402832}"
24948,86,"{'1': -0.1752784103155136, '0': -1.8315284252166748, '2': -7.409653186798096, '3': -12.808091163635254, '4': -17.292465209960938}"
12635,87,"{'0': -3.576278118089249e-07, '1': -14.75, '2': -21.875, '3': -25.046875, '4': -26.7421875}"
29293,88,"{'1': -0.43557995557785034, '0': -1.0449550151824951, '2': -6.576204776763916, '3': -11.552767753601074, '4': -15.599642753601074}"
12271,89,"{'0': -0.00048268112004734576, '1': -7.641107559204102, '2': -13.031732559204102, '3': -16.5473575592041, '4': -18.8442325592041}"
28981,90,"{'0': -0.004082797560840845, '1': -5.504082679748535, '2': -12.410332679748535, '3': -15.504082679748535, '4': -17.14470863342285}"
43872,91,"{'1': -0.03121221624314785, '0': -3.890587329864502, '2': -4.578087329864502, '3': -10.718711853027344, '4': -15.953086853027344}"
7737,92,"{'0': -0.00012146688823122531, '1': -9.015746116638184, '2': -19.3282470703125, '3': -22.4376220703125, '4': -24.9454345703125}"
16019,93,"{'3': -0.044350918382406235, '4': -3.1381008625030518, '2': -11.013100624084473, '1': -16.03653907775879, '0': -16.70841407775879}"
37045,94,"{'1': -0.056067582219839096, '0': -2.96231746673584, '2': -5.91544246673584, '3': -8.96231746673584, '4': -15.11075496673584}"
49409,95,"{'0': -0.18497762084007263, '1': -1.778727650642395, '2': -10.638102531433105, '3': -15.044352531433105, '4': -17.739665985107422}"
47899,96,"{'0': -0.0006669919239357114, '1': -7.313167095184326, '2': -17.485042572021484, '3': -20.594417572021484, '4': -22.789730072021484}"
30201,97,"{'0': -0.04713423550128937, '1': -3.0783841609954834, '2': -11.875259399414062, '3': -16.086196899414062, '4': -19.640884399414062}"
12334,98,"{'0': -0.03985446318984032, '1': -3.2429795265197754, '2': -10.680479049682617, '3': -15.008604049682617, '4': -18.242979049682617}"
49530,99,"{'0': -0.0004377598816063255, '1': -7.7348127365112305, '2': -15.03168773651123, '3': -19.094188690185547, '4': -21.477001190185547}"
26115,100,"{'2': -0.00877370685338974, '3': -4.7743988037109375, '1': -8.180648803710938, '0': -11.758773803710938, '4': -12.336898803710938}"
11314,101,"{'1': -0.042530130594968796, '0': -3.214405059814453, '2': -6.542530059814453, '3': -10.917530059814453, '4': -15.730030059814453}"
5650,102,"{'2': -0.4483488202095032, '1': -1.0264737606048584, '0': -5.8858489990234375, '3': -8.213973999023438, '4': -14.026473999023438}"
33903,103,"{'3': -0.019395694136619568, '2': -3.956895589828491, '4': -9.36314582824707, '1': -14.51939582824707, '0': -16.01939582824707}"
10634,104,"{'2': -0.00036530973738990724, '3': -7.922240257263184, '1': -13.031615257263184, '4': -14.953490257263184, '0': -15.719115257263184}"
26214,105,"{'1': -0.06537216901779175, '0': -2.7684972286224365, '2': -7.565371990203857, '3': -11.901309967041016, '4': -16.995059967041016}"
9453,106,"{'0': -3.373566141817719e-05, '1': -10.296908378601074, '2': -18.12503433227539, '3': -21.37503433227539, '4': -23.17972183227539}"
9411,107,"{'3': -0.24847672879695892, '4': -1.5141017436981201, '2': -12.0141019821167, '1': -15.9516019821167, '0': -16.928163528442383}"
686,108,"{'3': -0.6174806356430054, '2': -0.8674806356430054, '1': -3.211230754852295, '4': -8.039355278015137, '0': -9.711230278015137}"
16823,109,"{'0': -0.021521134302020073, '1': -3.8496460914611816, '2': -12.45902156829834, '3': -16.240270614624023, '4': -18.669958114624023}"
37890,110,"{'0': -0.06197960302233696, '1': -2.8119795322418213, '2': -11.343229293823242, '3': -15.397916793823242, '4': -18.390104293823242}"
7574,111,"{'0': -0.25203225016593933, '1': -1.5020322799682617, '2': -9.189532279968262, '3': -13.775469779968262, '4': -17.072343826293945}"
38840,112,"{'1': -0.02362518385052681, '2': -3.883000135421753, '3': -6.367375373840332, '0': -6.867375373840332, '4': -13.461125373840332}"
21953,113,"{'1': -0.020992940291762352, '2': -4.145992755889893, '0': -5.317867755889893, '3': -10.05224323272705, '4': -15.98974323272705}"
16356,114,"{'3': -0.005798187106847763, '4': -5.72454833984375, '2': -6.08392333984375, '1': -8.38079833984375, '0': -11.72454833984375}"
7896,115,"{'0': -0.05014602839946747, '1': -3.0188961029052734, '2': -9.831396102905273, '3': -14.386083602905273, '4': -17.792333602905273}"
23646,116,"{'0': -0.5395227670669556, '1': -0.9457727670669556, '2': -3.555147647857666, '3': -10.992648124694824, '4': -15.180148124694824}"
22607,117,"{'0': -0.055723872035741806, '1': -2.9150989055633545, '2': -13.766661643981934, '3': -17.469785690307617, '4': -20.251035690307617}"
4267,118,"{'3': -0.26994165778160095, '4': -1.4418166875839233, '2': -9.457441329956055, '1': -17.684003829956055, '0': -18.035566329956055}"
26915,119,"{'0': -6.580135959666222e-05, '1': -9.656315803527832, '2': -13.281315803527832, '3': -16.437564849853516, '4': -17.515689849853516}"
40331,120,"{'1': -0.14285160601139069, '0': -2.0178515911102295, '2': -8.674101829528809, '3': -12.111601829528809, '4': -16.174100875854492}"
3581,121,"{'0': -2.002696055569686e-05, '1': -10.828145027160645, '2': -15.843770027160645, '3': -18.640644073486328, '4': -19.703144073486328}"
41018,122,"{'1': -0.12283764034509659, '2': -2.450962543487549, '0': -3.529087543487549, '3': -9.904088020324707, '4': -14.552525520324707}"
43300,123,"{'0': -0.0036005449946969748, '1': -5.628600597381592, '2': -14.503600120544434, '3': -17.72235107421875, '4': -19.10516357421875}"
46711,124,"{'1': -0.17095781862735748, '2': -2.0147078037261963, '0': -3.7490828037261963, '3': -8.327207565307617, '4': -12.960020065307617}"
13308,125,"{'3': -0.005127494223415852, '4': -5.536377429962158, '2': -6.802002429962158, '1': -9.770752906799316, '0': -12.223877906799316}"
38052,126,"{'0': -0.054097287356853485, '1': -2.9447221755981445, '2': -10.054097175598145, '3': -14.936909675598145, '4': -18.87441062927246}"
37950,127,"{'0': -0.04504527896642685, '1': -3.1231703758239746, '2': -10.513794898986816, '3': -13.693482398986816, '4': -16.279420852661133}"
38433,128,"{'3': -0.043703313916921616, '4': -3.153078317642212, '2': -10.090578079223633, '1': -15.285890579223633, '0': -17.215578079223633}"
29026,129,"{'0': -0.00034767304896377027, '1': -7.96909761428833, '2': -13.328473091125488, '3': -17.047222137451172, '4': -18.484722137451172}"
3101,130,"{'2': -0.0015623279614374042, '3': -6.470312118530273, '1': -11.329687118530273, '4': -15.392187118530273, '0': -15.845312118530273}"
1832,131,"{'2': -0.224097341299057, '1': -1.6303473711013794, '3': -5.33347225189209, '0': -9.53659725189209, '4': -13.29440975189209}"
46846,132,"{'3': -0.0017916593933477998, '4': -6.408041477203369, '2': -8.861166954040527, '1': -16.81429100036621, '0': -18.50960350036621}"
17601,133,"{'0': -1.1444026313256472e-05, '1': -11.390636444091797, '2': -16.062511444091797, '3': -20.453136444091797, '4': -21.906261444091797}"
20950,134,"{'0': -0.08508215099573135, '1': -2.5069570541381836, '2': -9.975707054138184, '3': -14.147582054138184, '4': -17.3194580078125}"
19924,135,"{'0': -0.0009856133256107569, '1': -6.922860622406006, '2': -16.610361099243164, '3': -20.133798599243164, '4': -22.063486099243164}"
29478,136,"{'0': -0.00891526136547327, '1': -4.743290424346924, '2': -8.712039947509766, '3': -13.805789947509766, '4': -15.821414947509766}"
17037,137,"{'0': -0.46249648928642273, '1': -0.9937465190887451, '2': -9.212496757507324, '3': -12.595309257507324, '4': -16.735933303833008}"
31516,138,"{'0': -0.0006094505661167204, '1': -7.406859397888184, '2': -13.063109397888184, '3': -16.7974853515625, '4': -18.8599853515625}"
26033,139,"{'1': -0.0834820419549942, '0': -2.708482027053833, '2': -4.317857265472412, '3': -8.989731788635254, '4': -13.442856788635254}"
25490,140,"{'0': -0.0007919512572698295, '1': -7.141417026519775, '2': -16.688291549682617, '3': -20.242979049682617, '4': -22.594541549682617}"
46657,141,"{'0': -0.028410233557224274, '1': -3.5752851963043213, '2': -12.731534957885742, '3': -16.731534957885742, '4': -20.395597457885742}"
38578,142,"{'4': -0.647372841835022, '3': -0.741122841835022, '2': -12.95987319946289, '1': -16.83487319946289, '0': -17.93643569946289}"
45835,143,"{'1': -0.03946090117096901, '0': -3.2738358974456787, '2': -7.101961135864258, '3': -11.726961135864258, '4': -16.883211135864258}"
44820,144,"{'0': -0.00013767725613433868, '1': -8.890762329101562, '2': -16.640762329101562, '3': -20.578262329101562, '4': -23.922012329101562}"
39890,145,"{'1': -0.09433741122484207, '0': -2.5318374633789062, '2': -4.563087463378906, '3': -9.422462463378906, '4': -14.008399963378906}"
24908,146,"{'0': -0.0026779049076139927, '1': -5.924552917480469, '2': -13.596427917480469, '3': -16.90892791748047, '4': -19.19799041748047}"
36126,147,"{'3': -0.09218474477529526, '4': -2.4515597820281982, '2': -6.264059543609619, '1': -14.498435020446777, '0': -15.529685020446777}"
14889,148,"{'0': -0.03693118691444397, '1': -3.318181276321411, '2': -10.177556037902832, '3': -13.966618537902832, '4': -17.32599449157715}"
46827,149,"{'3': -0.03482619673013687, '2': -3.5192012786865234, '4': -5.425451278686523, '1': -8.534826278686523, '0': -12.409826278686523}"
43131,150,"{'0': -5.960446742392378e-06, '1': -12.031255722045898, '2': -17.4843807220459, '3': -20.1250057220459, '4': -20.5156307220459}"
23175,151,"{'0': -0.016293106600642204, '1': -4.125668048858643, '2': -11.7194185256958, '3': -15.1256685256958, '4': -17.680355072021484}"
32857,152,"{'0': -0.0013269914779812098, '1': -6.626327037811279, '2': -13.798201560974121, '3': -17.485702514648438, '4': -19.712265014648438}"
5141,153,"{'3': -0.0024868296459317207, '2': -6.158736705780029, '4': -7.908736705780029, '1': -13.674362182617188, '0': -16.502487182617188}"
34789,154,"{'0': -0.5168286561965942, '1': -0.9074536561965942, '2': -10.126203536987305, '3': -14.516828536987305, '4': -18.313703536987305}"
22001,155,"{'2': -0.014173674397170544, '1': -4.27979850769043, '0': -8.43604850769043, '3': -11.40479850769043, '4': -16.38917350769043}"
12494,156,"{'0': -2.264974000354414e-06, '1': -13.015626907348633, '2': -19.031251907348633, '3': -22.156251907348633, '4': -23.921876907348633}"
42332,157,"{'2': -0.19596949219703674, '1': -1.7272194623947144, '3': -8.664719581604004, '0': -11.336594581604004, '4': -15.906907081604004}"
1919,158,"{'0': -0.15124770998954773, '1': -1.9637477397918701, '2': -10.30749797821045, '3': -15.00281047821045, '4': -18.221559524536133}"
23793,159,"{'0': -0.00045849301386624575, '1': -7.687958717346191, '2': -16.156707763671875, '3': -19.406707763671875, '4': -21.875457763671875}"
35604,160,"{'0': -4.529942543740617e-06, '1': -12.296879768371582, '2': -18.328128814697266, '3': -21.437503814697266, '4': -23.187503814697266}"
11130,161,"{'2': -0.4579010009765625, '1': -1.0047760009765625, '0': -6.7391510009765625, '3': -9.442276000976562, '4': -15.184463500976562}"
47202,162,"{'0': -0.6479507684707642, '1': -0.7417007684707642, '2': -7.460450649261475, '3': -12.280763626098633, '4': -16.062013626098633}"
4948,163,"{'2': -0.021837029606103897, '1': -3.943711996078491, '3': -6.11558723449707, '0': -11.16246223449707, '4': -13.19371223449707}"
17862,164,"{'2': -0.014762569218873978, '3': -4.2335124015808105, '1': -8.796012878417969, '4': -13.780387878417969, '0': -14.561637878417969}"
3,165,"{'2': -0.5962016582489014, '1': -0.8149516582489014, '3': -5.0649518966674805, '0': -9.00245189666748, '4': -13.22901439666748}"
15365,166,"{'0': -0.39270904660224915, '1': -1.1270840167999268, '2': -7.361459255218506, '3': -8.830208778381348, '4': -11.002083778381348}"
49891,167,"{'1': -0.0664835199713707, '0': -2.753983497619629, '2': -7.347733497619629, '3': -12.464920997619629, '4': -16.949296951293945}"
6946,168,"{'0': -2.3841855067985307e-07, '1': -15.25, '2': -20.671875, '3': -23.71875, '4': -25.34375}"
24396,169,"{'2': -0.5335445404052734, '3': -1.0335445404052734, '1': -2.8616695404052734, '0': -8.049169540405273, '4': -8.330419540405273}"
12809,170,"{'0': -0.0002714027068577707, '1': -8.219021797180176, '2': -13.203396797180176, '3': -16.57839584350586, '4': -17.35964584350586}"
34824,171,"{'1': -0.5184231400489807, '0': -0.9090481400489807, '2': -6.424673080444336, '3': -11.307485580444336, '4': -15.190298080444336}"
17470,172,"{'1': -0.019213518127799034, '0': -3.9723384380340576, '2': -8.519213676452637, '3': -13.620776176452637, '4': -18.52702522277832}"
42264,173,"{'0': -0.025505905970931053, '1': -3.681756019592285, '2': -12.306756019592285, '3': -15.822381019592285, '4': -18.41613006591797}"
17372,174,"{'3': -0.1649859994649887, '2': -1.88373601436615, '4': -9.524360656738281, '1': -15.219673156738281, '0': -17.07904815673828}"
34112,175,"{'0': -0.04937883839011192, '1': -3.0337538719177246, '2': -10.018128395080566, '3': -14.869690895080566, '4': -18.197816848754883}"
46835,176,"{'1': -0.009367560036480427, '2': -5.3687424659729, '0': -5.3687424659729, '3': -12.478117942810059, '4': -17.415616989135742}"
15009,177,"{'0': -1.2278481335670222e-05, '1': -11.312512397766113, '2': -18.453136444091797, '3': -21.531261444091797, '4': -23.390636444091797}"
13193,178,"{'3': -0.02361668460071087, '4': -3.7579917907714844, '2': -11.570491790771484, '1': -17.578304290771484, '0': -18.992366790771484}"
29,179,"{'3': -0.002522027352824807, '2': -6.174396991729736, '4': -7.736896991729736, '1': -14.830647468566895, '0': -17.268146514892578}"
26745,180,"{'3': -0.235073521733284, '4': -1.5631985664367676, '2': -10.71944808959961, '1': -15.62569808959961, '0': -17.70382308959961}"
29783,181,"{'0': -0.0005529781919904053, '1': -7.500553131103516, '2': -17.266178131103516, '3': -20.938053131103516, '4': -23.398990631103516}"
27140,182,"{'1': -0.14231440424919128, '2': -2.0485644340515137, '0': -5.798564434051514, '3': -7.267314434051514, '4': -13.243876457214355}"
36829,183,"{'1': -0.1062074601650238, '2': -2.4655823707580566, '0': -4.153082370758057, '3': -9.356207847595215, '4': -14.942145347595215}"
29107,184,"{'0': -0.0007678897818550467, '1': -7.172642707824707, '2': -15.110142707824707, '3': -18.664831161499023, '4': -20.782018661499023}"
9430,185,"{'1': -0.12297258526086807, '2': -2.2167224884033203, '3': -5.07609748840332, '0': -7.60734748840332, '4': -12.13859748840332}"
40281,186,"{'0': -0.004548916593194008, '1': -5.395174026489258, '2': -16.129549026489258, '3': -19.652986526489258, '4': -22.192049026489258}"
5458,187,"{'0': -0.13660474121570587, '1': -2.0584797859191895, '2': -10.214729309082031, '3': -14.558479309082031, '4': -17.35535430908203}"
774,188,"{'2': -0.14329247176647186, '3': -2.1589174270629883, '1': -4.018292427062988, '4': -10.018292427062988, '0': -10.768292427062988}"
15462,189,"{'1': -0.6401141285896301, '0': -0.7494891285896301, '2': -8.749488830566406, '3': -13.608863830566406, '4': -17.452613830566406}"
42901,190,"{'1': -0.5045295357704163, '2': -1.0514044761657715, '0': -3.2701544761657715, '3': -4.7857794761657715, '4': -7.7857794761657715}"
33856,191,"{'1': -0.0535329207777977, '0': -2.975407838821411, '2': -6.81915807723999, '3': -12.022282600402832, '4': -17.00665855407715}"
20190,192,"{'1': -0.4342617392539978, '0': -1.0436367988586426, '2': -9.371761322021484, '3': -14.324886322021484, '4': -17.910823822021484}"
28859,193,"{'0': -0.6110973954200745, '1': -0.7829723954200745, '2': -8.53297233581543, '3': -12.82203483581543, '4': -17.27515983581543}"
11064,194,"{'0': -0.001784400548785925, '1': -6.329909324645996, '2': -14.361159324645996, '3': -17.986160278320312, '4': -20.658035278320312}"
40048,195,"{'0': -3.373566141817719e-05, '1': -10.296908378601074, '2': -17.53128433227539, '3': -20.71878433227539, '4': -23.03909683227539}"
12063,196,"{'0': -5.3165931603871286e-05, '1': -9.843803405761719, '2': -15.875053405761719, '3': -19.62505340576172, '4': -20.65630340576172}"
