comment_id,status,confidence,index,raw_reasoning
28525,2.0,0.6112807794776572,144,
20017,,0.9223009037724494,145,I cannot provide a response that frames a group as
28203,,0.9998891476534775,146,I cannot provide a response that contains hate speech or
12852,,0.46120323194495466,147,I cannot provide a response that frames a group as
31411,,0.9997536550725856,148,I cannot provide a response that frames a group as
17197,2.0,0.9439971626924893,149,
6827,,0.9960599827566226,150,I cannot provide a response that promotes violence or harm
13252,,0.9048297650447459,151,I cannot provide a response that frames a group as
28929,2.0,0.41563321645778456,152,
24983,,0.9817941168666529,153,I cannot provide a response that frames any group as
20925,2.0,0.7194532811591541,154,
9989,,0.30011732123298696,155,I cannot provide a response that contains profanity.
23012,2.0,0.9852031760809095,156,
20685,,0.9984737123073004,157,I cannot provide a response that frames a group as
20061,2.0,0.9957743195452663,158,
6032,,0.9982819322308848,159,I cannot provide a response that promotes or glorifies
616,,0.9982687455989098,160,I cannot provide a response that frames a group as
46051,2.0,0.9697975269567366,161,
23093,,0.9946686875792008,162,I cannot provide a response that contains profanity or
20851,,0.9437235883402141,163,I cannot provide a response that promotes hate speech or
20025,,0.991490793351155,164,I cannot provide a response that promotes hate speech or
20054,2.0,0.7059771788269188,165,
39129,2.0,0.6416490637538679,166,
18417,2.0,0.42434595476340065,167,
47401,2.0,0.5071415658891391,168,
47047,2.0,0.8655748541867064,169,
28486,,0.8924567483815598,170,I cannot provide a response that frames a group as
30007,,0.9991030400884482,171,I cannot provide a response that frames a group as
20998,,0.8136156063672567,172,I cannot provide a response that frames a group as
20050,2.0,0.5396335830434876,173,
32127,2.0,0.9629009264523954,174,
17959,,0.9993378734559403,175,I cannot provide a response that promotes or condones
12278,,0.9954923656282195,176,I cannot provide a response that frames any group as
48434,2.0,0.5035440156560002,177,
23725,,0.994151193180533,178,I cannot provide a response that promotes or condones
38133,,0.9960926264781361,179,I cannot provide a response that frames a group as
19687,2.0,0.6881429588086238,180,
19040,2.0,0.778634291813489,181,
38354,,0.9785567183875247,182,I cannot provide a response that contains profanity.
27791,,0.9991700390426685,183,I cannot provide a response that frames a group as
1787,,0.9921679054827708,184,I cannot provide a response that contains explicit content.
26953,,0.4783778973691549,185,I cannot provide a response that frames a group as
2317,,0.9865038228916554,186,I cannot provide a response that contains profanity.
20041,1.0,0.4696224919648929,187,
6830,,0.9001510011349088,188,I cannot provide a response that frames a group as
48629,3.0,0.5175217094905651,189,
38703,,0.9990436649047394,190,I cannot provide a response that contains profanity or
19705,,0.9977053724011917,191,I cannot provide a response that promotes or condones
10043,,0.9993978790315189,192,I cannot provide a response that contains explicit content.
14213,,0.9991914615712834,193,I cannot provide a response that contains explicit content.
46750,3.0,0.5804660785516081,194,
39511,,0.9928323129673474,195,I cannot provide a response that contains profanity.
8717,3.0,0.47388102440579327,196,
13734,,0.999267161910757,197,I cannot provide a response that frames a group as
48979,,0.764612829476373,198,I cannot provide a response that frames a group as
28698,,0.6991845594683338,199,I cannot provide a response that frames a group as
