comment_id,genocide,confidence,raw_reasoning,index
9989,0.0,0.9093142831839249,,155
23012,0.0,0.988174220656671,,156
20685,,0.9948317092701343,I cannot provide a response that promotes or condones,157
20061,0.0,0.9928294932598801,,158
6032,,0.9977820345468507,I cannot provide a response that promotes or glorifies,159
616,,0.9953311341181132,I cannot provide a response that promotes hate speech or,160
46051,0.0,0.9423463562115628,,161
23093,,0.8609500105897233,I cannot provide a response that promotes or condones,162
20851,,0.9582417172379288,I cannot provide a response that promotes or condones,163
20025,,0.9917657953257693,I cannot provide a response that promotes or condones,164
20054,0.0,0.9775485464434585,,165
39129,,0.48095789195578814,I cannot provide a response that promotes or condones,166
18417,0.0,0.9233327337406391,,167
47401,0.0,0.9271331411780526,,168
47047,0.0,0.9935885729391174,,169
28486,,0.8288406993592453,I cannot provide a response that promotes or condones,170
30007,,0.9787584669387377,I cannot provide a response that promotes or glorifies,171
20998,,0.7992997879780356,I cannot provide a response that promotes or condones,172
20050,,0.5665909420763363,I cannot provide a response that promotes or glorifies,173
32127,0.0,0.9849516915818803,,174
17959,,0.9969083582023592,I cannot provide a response that promotes or condones,175
12278,,0.9953750685737708,I cannot provide a response that promotes or condones,176
48434,0.0,0.31628510373264124,,177
23725,,0.9748455087052296,I cannot provide a response that promotes or condones,178
38133,,0.5800425748001671,I cannot provide a response that promotes or glorifies,179
19687,0.0,0.5418432077266125,,180
19040,0.0,0.9001113992520913,,181
38354,,0.9316809052575123,I cannot provide a response that promotes or glorifies,182
27791,,0.996081389974521,I cannot provide a response that promotes or condones,183
1787,,0.9857916686667024,I cannot provide a response that promotes or glorifies,184
26953,0.0,0.6812124848271882,,185
2317,0.0,0.7237646942652793,,186
20041,1.0,0.4089684131651755,,187
6830,,0.6741236840401557,I cannot provide a response that promotes or condones,188
48629,0.0,0.6945769648177841,,189
38703,,0.9991519496708938,I cannot provide a response that promotes or condones,190
19705,,0.9953952656603986,I cannot provide a response that promotes or glorifies,191
10043,,0.9918865824320151,I cannot provide a response that promotes or condones,192
14213,,0.9932905651698358,I cannot provide a response that promotes or glorifies,193
46750,3.0,0.5647554038966663,,194
39511,,0.944769027012493,I cannot provide a response that promotes or condones,195
8717,0.0,0.9163431144112887,,196
13734,,0.9985928098686083,I cannot provide a response that promotes or condones,197
48979,0.0,0.8187018126571454,,198
28698,0.0,0.4717718382665432,,199
