index,comment_id,annotator_id,p_yes,p_no,pred_yes,saw_yes,saw_no
85,8070,5414,0.9999999358793409,6.412065912807501e-08,1,1,1
86,24948,9567,0.9990302480269729,0.0009697519730270657,1,1,1
87,12635,4976,0.9999999774915335,2.2508466553414838e-08,1,1,1
88,29293,1038,0.9999990577550691,9.422449308789479e-07,1,1,1
89,12271,415,0.9999998599477485,1.4005225145887232e-07,1,1,1
90,28981,9054,0.9999999451546998,5.48453001397175e-08,1,1,1
91,43872,8017,0.9989677687765776,0.0010322312234224286,1,1,1
92,7737,634,0.9999999692345668,3.076543316386268e-08,1,1,1
93,16019,3521,8.362906364627239e-08,0.9999999163709364,0,1,1
94,37045,1768,0.9905874119407115,0.009412588059288438,1,1,1
95,49409,10377,0.9999927036196644,7.296380335542445e-06,1,1,1
96,47899,3538,0.9999988455383112,1.1544616888643858e-06,1,1,1
97,30201,7049,0.9433475802665577,0.0566524197334423,1,1,1
98,12334,5640,0.9999994373597741,5.626402259084367e-07,1,1,1
99,49530,9937,0.9999995407863288,4.5921367111336564e-07,1,1,1
100,26115,8321,2.419886810604916e-07,0.9999997580113188,0,1,1
101,11314,11021,1.0969742775049896e-08,0.9999999890302572,0,1,1
102,5650,1742,0.10669060459711842,0.8933093954028817,0,1,1
103,33903,5025,9.736202624821247e-10,0.9999999990263797,0,1,1
104,10634,6140,3.1428846992950408e-09,0.9999999968571154,0,1,1
105,26214,6036,0.9967269347004322,0.003273065299567847,1,1,1
106,9453,8024,0.9999998055567388,1.9444326115695847e-07,1,1,1
107,9411,6207,2.026142804843303e-06,0.9999979738571952,0,1,1
108,686,6719,0.0002694791136421442,0.9997305208863579,0,1,1
109,16823,7886,0.9999995883636041,4.116363958365485e-07,1,1,1
110,37890,5465,0.9999885212264001,1.1478773599707697e-05,1,1,1
111,7574,8538,0.9999984220382541,1.5779617459182712e-06,1,1,1
112,38840,9482,0.5544704649604273,0.4455295350395727,1,1,1
113,21953,106,0.9890130559222517,0.010986944077748277,1,1,1
114,16356,7563,0.002396730535555326,0.9976032694644448,0,1,1
115,7896,3167,0.9999987121047844,1.2878952156534718e-06,1,1,1
116,23646,3133,8.714338561409315e-07,0.9999991285661438,0,1,1
117,22607,10379,0.9999962733593831,3.7266406168996985e-06,1,1,1
118,4267,2003,8.494601953172828e-08,0.9999999150539806,0,1,1
119,26915,1340,0.9999917321249566,8.267875043477086e-06,1,1,1
120,40331,3292,0.9997040428994981,0.00029595710050195237,1,1,1
121,3581,643,0.9999989488505618,1.051149438124045e-06,1,1,1
122,41018,3056,2.3923512288043906e-05,0.9999760764877119,0,1,1
123,43300,4761,0.9999992887560472,7.112439528989903e-07,1,1,1
124,46711,1502,0.9924227572159062,0.007577242784093672,1,1,1
125,13308,4612,0.00010889696129815799,0.9998911030387018,0,1,1
126,38052,9660,0.9796676449506523,0.020332355049347755,1,1,1
127,37950,7397,0.9999998991240353,1.0087596468779165e-07,1,1,1
128,38433,3066,8.26787110111818e-06,0.9999917321288989,0,1,1
129,29026,6517,0.9999998744579714,1.2554202865558547e-07,1,1,1
130,3101,1379,5.626400246929529e-07,0.9999994373599753,0,1,1
131,1832,1815,0.00011235329331799773,0.9998876467066821,0,1,1
132,46846,11035,0.7772998714925403,0.22270012850745968,1,1,1
133,17601,10512,0.9999999552365755,4.4763424485193785e-08,1,1,1
134,20950,7698,0.9999903338859873,9.666114012764236e-06,1,1,1
135,19924,7773,0.9999999852385906,1.4761409349863048e-08,1,1,1
136,29478,1055,0.960361162033533,0.039638837966467104,1,1,1
137,17037,8392,0.9999885212264001,1.1478773599707697e-05,1,1,1
138,31516,3281,0.9928785702269868,0.007121429773013202,1,1,1
139,26033,3,0.9999973983826379,2.6016173620821977e-06,1,1,1
140,25490,9448,0.9999998055567388,1.9444326115695847e-07,1,1,1
141,46657,5659,0.9999611688762748,3.883112372509937e-05,1,1,1
142,38578,718,9.422447062308101e-07,0.9999990577552939,0,1,1
143,45835,6128,1.400522848499772e-07,0.9999998599477152,0,1,1
144,44820,1334,0.9999907765276913,9.223472308699298e-06,1,1,1
145,39890,130,0.007121427260791694,0.9928785727392083,0,1,1
146,24908,1672,0.9999968618528724,3.138147127646818e-06,1,1,1
147,36126,258,1.5779615578112392e-06,0.9999984220384421,0,1,1
148,14889,6344,0.9999998509151913,1.490848087457556e-07,1,1,1
149,46827,2194,0.9998876466799013,0.0001123533200988343,1,1,1
150,43131,10533,0.9999999451547065,5.4845293601652105e-08,1,1,1
151,23175,2785,0.9999978766220438,2.1233779561747886e-06,1,1,1
152,32857,7258,0.9999997726727771,2.2732722297602325e-07,1,1,1
153,5141,4479,2.0936125638099133e-09,0.9999999979063874,0,1,1
154,34789,2071,0.9999999189438932,8.105610671318973e-08,1,1,1
155,22001,2396,5.430418425845661e-09,0.9999999945695814,0,1,1
156,12494,2225,0.9999999189440286,8.105597143632264e-08,1,1,1
157,42332,10807,1.0030143273430333e-06,0.9999989969856726,0,1,1
158,1919,9991,0.8080672066194946,0.19193279338050545,1,1,1
159,23793,8401,0.9999997035093924,2.9649060762696257e-07,1,1,1
160,35604,9585,0.9999999368734396,6.312656051278219e-08,1,1,1
161,11130,3321,0.02033235304584329,0.9796676469541566,0,1,1
162,47202,7139,0.9999996252007827,3.7479921733686136e-07,1,1,1
163,4948,4047,0.00288958130556355,0.9971104186944365,0,1,1
164,17862,7900,1.3709567165643863e-06,0.9999986290432835,0,1,1
165,3,5021,0.4378234991142019,0.5621765008857981,0,1,1
166,15365,7187,0.999999100904103,8.990958969120624e-07,1,1,1
167,49891,5269,0.9999910603015643,8.93969843573914e-06,1,1,1
168,6946,9866,0.9999997170866483,2.8291335176195586e-07,1,1,1
169,24396,2912,0.19682619893177905,0.8031738010682209,0,1,1
170,12809,1067,0.9999990125364241,9.874635760303044e-07,1,1,1
171,34824,7160,0.9896718495464254,0.010328150453574606,1,1,1
172,17470,7473,0.011687255295588348,0.9883127447044117,0,1,1
173,42264,427,0.9999979738586443,2.0261413556351093e-06,1,1,1
174,17372,7547,3.4663249714650126e-07,0.9999996533675028,0,1,1
175,34112,1656,0.9615338041236784,0.03846619587632166,1,1,1
176,46835,3695,0.8080672066194946,0.19193279338050545,1,1,1
177,15009,684,0.9999999781840461,2.1815953855776696e-08,1,1,1
178,13193,6398,6.312653041171948e-08,0.9999999368734696,0,1,1
179,29,2660,2.9649074900479425e-07,0.9999997035092509,0,1,1
180,26745,7743,2.7535691104065465e-05,0.999972464308896,0,1,1
181,29783,1895,0.9999999706434326,2.935656744945127e-08,1,1,1
182,27140,6632,0.3276683139517237,0.6723316860482762,0,1,1
183,36829,8906,0.9777138167741838,0.022286183225816325,1,1,1
184,29107,1671,0.9999988634366958,1.1365633042001242e-06,1,1,1
185,9430,9377,6.605216833053076e-05,0.9999339478316696,0,1,1
186,40281,8948,0.9999998684331157,1.3156688424532515e-07,1,1,1
187,5458,2596,0.9999997463981937,2.536018062376119e-07,1,1,1
188,774,4604,7.72219273146316e-05,0.9999227780726853,0,1,1
189,15462,7668,0.9999998115389932,1.8846100685849807e-07,1,1,1
190,42901,11123,0.09268777112054055,0.9073122288794594,0,1,1
191,33856,633,0.9916842228358518,0.00831577716414819,1,1,1
192,20190,3980,0.9997219690137712,0.00027803098622884985,1,1,1
193,28859,10800,0.9999958426352475,4.15736475246607e-06,1,1,1
194,11064,11043,0.9999984220382541,1.5779617459182712e-06,1,1,1
195,40048,3775,0.9999999530883341,4.6911665979156514e-08,1,1,1
196,12063,9418,0.9999989651472299,1.0348527700940776e-06,1,1,1
197,11368,1761,0.9999997542006698,2.457993301481011e-07,1,1,1
198,14181,1927,0.999999811539038,1.884609619257993e-07,1,1,1
199,34562,4015,0.9999991940551874,8.059448125809573e-07,1,1,1
200,23957,3515,0.9989350371721458,0.0010649628278541494,1,1,1
201,42325,3030,0.07585817688736327,0.9241418231126367,0,1,1
202,23629,1758,6.302760246479052e-05,0.9999369723975351,0,1,1
203,10076,6984,0.6513548782017746,0.3486451217982255,1,1,1
204,21238,2747,1.1206299191710727e-09,0.9999999988793702,0,1,1
205,7289,8598,0.9999999781840514,2.1815948654451194e-08,1,1,1
206,12292,9862,0.9999995818812769,4.181187231314725e-07,1,1,1
207,34131,2619,0.9999995262094421,4.7379055793790255e-07,1,1,1
208,7644,5558,0.9999999176674356,8.233256437058289e-08,1,1,1
209,41970,4769,0.9997834560068286,0.00021654399317128906,1,1,1
210,28228,5673,0.9999151889889143,8.481101108561792e-05,1,1,1
211,38359,4442,0.99999994341373,5.658627000734191e-08,1,1,1
212,27447,283,5.1817402268093914e-09,0.9999999948182599,0,1,1
213,10501,5569,1.5936618345341843e-05,0.9999840633816547,0,1,1
214,13949,4061,0.993902437290983,0.006097562709016931,1,1,1
215,36573,2553,0.9949396680688463,0.005060331931153718,1,1,1
216,9218,11004,3.224183942818497e-08,0.9999999677581605,0,1,1
217,9918,2289,0.9999999634651531,3.6534846934157545e-08,1,1,1
218,4844,6641,0.999631702011248,0.00036829798875199555,1,1,1
219,4511,2343,3.3596786011778515e-07,0.9999996640321399,0,1,1
220,1759,3267,3.526218494729817e-10,0.9999999996473781,0,1,1
221,20984,10135,0.999999463124932,5.368750679369187e-07,1,1,1
222,25869,10674,0.00103223110109812,0.9989677688989018,0,1,1
223,24745,7035,3.046189029246211e-09,0.9999999969538109,0,1,1
224,41554,3457,6.825603724121504e-08,0.9999999317439627,0,1,1
225,37565,9710,0.9999999250353823,7.496461774484171e-08,1,1,1
226,7328,4599,0.9999940448620712,5.955137928698148e-06,1,1,1
227,18630,3989,0.9999980666406196,1.9333593804449617e-06,1,1,1
228,16158,8075,0.9999986918235682,1.308176431721828e-06,1,1,1
229,6732,5228,0.9998511615545708,0.00014883844542915598,1,1,1
230,46569,9128,0.9999984942977361,1.5057022638809518e-06,1,1,1
231,46119,7508,0.9999997126315496,2.873684504726563e-07,1,1,1
232,28836,3773,0.9790357601758605,0.020964239824139464,1,1,1
233,18341,962,0.21206879688734886,0.7879312031126512,0,1,1
234,7856,5162,0.9999998642567351,1.3574326489839616e-07,1,1,1
235,33238,2682,0.9999990278456129,9.721543871573635e-07,1,1,1
236,46434,9958,0.9999990723630986,9.276369013705135e-07,1,1,1
237,15513,4832,1.308177211455699e-06,0.9999986918227886,0,1,1
238,23658,7807,0.1871326821624266,0.8128673178375735,0,1,1
239,47250,822,1.6701415872932528e-05,0.999983298584127,0,1,1
240,7782,10936,5.307506549834866e-05,0.9999469249345017,0,1,1
241,34603,7662,0.9648551532202365,0.03514484677976354,1,1,1
242,6770,4944,0.9999997690929225,2.309070774844121e-07,1,1,1
243,43431,6386,0.9999741325781782,2.5867421821694302e-05,1,1,1
244,10724,8746,1.0087591658643405e-07,0.9999998991240835,0,1,1
245,15919,10037,1.2047906906069064e-08,0.999999987952093,0,1,1
246,40261,8834,0.9999991285657284,8.714342716722167e-07,1,1,1
247,29505,2677,0.9999996479086694,3.5209133066628123e-07,1,1,1
248,2531,1081,0.9994115912134821,0.0005884087865178954,1,1,1
249,11624,816,0.9966233880429306,0.003376611957069404,1,1,1
250,21725,7974,0.999999765456666,2.3454333399837998e-07,1,1,1
251,22602,2902,0.9999559988154649,4.4001184535074166e-05,1,1,1
252,12046,7916,0.9999999598743207,4.0125679347121565e-08,1,1,1
253,19244,504,5.043472879556195e-07,0.999999495652712,0,1,1
254,3519,6992,0.9999993106387901,6.89361209877047e-07,1,1,1
255,20816,582,0.9991169541818985,0.0008830458181015641,1,1,1
256,35967,3945,0.9999996192984651,3.807015347092001e-07,1,1,1
257,49507,612,0.9999944923920066,5.50760799352857e-06,1,1,1
258,20142,9070,0.1097057651455553,0.8902942348544448,0,1,1
259,20444,9130,0.9999999623054127,3.7694587424589914e-08,1,1,1
260,24678,4469,0.9999922330499953,7.766950004707784e-06,1,1,1
261,40697,8619,0.9968273173158309,0.003172682684169054,1,1,1
262,49489,2753,0.9999980052709919,1.994729008151319e-06,1,1,1
263,9622,3581,0.9999998802069873,1.1979301273028386e-07,1,1,1
264,17060,10444,0.9985896412292479,0.0014103587707521056,1,1,1
265,42563,2305,0.9999008472929732,9.915270702684282e-05,1,1,1
266,22329,2068,0.000345991623672993,0.9996540083763271,0,1,1
267,20811,677,0.9994806950200656,0.0005193049799343199,1,1,1
268,41179,2815,0.9678992906208406,0.03210070937915953,1,1,1
269,46699,5774,1.09072923508562e-07,0.9999998909270765,0,1,1
270,34464,8339,0.9999991684715759,8.315284241665079e-07,1,1,1
271,42434,1767,3.535625914878295e-05,0.9999646437408513,0,1,1
272,3384,3674,0.0013670253435396254,0.9986329746564603,0,1,1
273,35043,6092,3.0115979751263983e-07,0.9999996988402026,0,1,1
274,17467,9024,0.999999822957393,1.7704260706459236e-07,1,1,1
275,44059,6410,0.999999742404486,2.5759551396602827e-07,1,1,1
276,8960,38,0.9998365352997434,0.0001634647002566109,1,1,1
277,40097,10113,0.9999999566137961,4.338620393181009e-08,1,1,1
278,38065,3643,0.9999997542006698,2.457993301481011e-07,1,1,1
279,7416,3516,0.9998147742820099,0.00018522571798993862,1,1,1
280,3591,8411,1.1365641171333025e-06,0.9999988634358828,0,1,1
281,20221,7768,0.9999998642567189,1.357432810802454e-07,1,1,1
282,38937,5678,0.9999975938973735,2.4061026265361606e-06,1,1,1
283,37538,1936,4.644882475806897e-09,0.9999999953551175,0,1,1
284,49316,199,0.9999999801363433,1.9863656803712894e-08,1,1,1
285,10598,6077,0.999999321326338,6.786736621870525e-07,1,1,1
286,13127,9277,0.9999998802069731,1.1979302701071614e-07,1,1,1
287,9679,11134,0.9999981837769467,1.8162230533388152e-06,1,1,1
288,46222,9640,0.9999897104840619,1.0289515937997297e-05,1,1,1
289,48930,926,0.9999937590685868,6.240931413332008e-06,1,1,1
290,1543,10236,0.999922778045073,7.722195492696992e-05,1,1,1
291,38432,1135,0.0006462033096649239,0.9993537966903351,0,1,1
292,48024,3976,0.9994472214477166,0.000552778552283315,1,1,1
293,17156,10409,0.9999999883227612,1.1677238743739608e-08,1,1,1
294,27161,9273,0.9999998744579863,1.2554201368982649e-07,1,1,1
295,28716,9240,0.0004305570413558578,0.9995694429586441,0,1,1
296,38942,2557,0.9381240168712759,0.0618759831287241,1,1,1
297,26616,9673,0.9999995111696061,4.888303938819447e-07,1,1,1
298,28104,8927,0.9990302480269729,0.0009697519730270657,1,1,1
299,11150,8495,0.9999959070879744,4.092912025755645e-06,1,1,1
300,37452,7693,0.9999999406980984,5.930190164433585e-08,1,1,1
301,38738,765,0.9999998599477485,1.4005225145887232e-07,1,1,1
302,2867,5639,0.975576912431201,0.024423087568798997,1,1,1
303,7795,7488,0.00013552081668417556,0.9998644791833158,0,1,1
304,48965,8918,0.0008295891003540503,0.999170410899646,0,1,1
305,7847,3208,0.9999957106668901,4.289333109867333e-06,1,1,1
306,4382,3553,0.9999996423641675,3.5763583245415687e-07,1,1,1
307,18677,1826,3.972979945090547e-09,0.99999999602702,0,1,1
308,37271,1591,0.999994744604293,5.255395706988603e-06,1,1,1
309,49633,608,0.19193278182505782,0.8080672181749422,0,1,1
310,14160,308,0.8670357598021706,0.13296424019782924,1,1,1
311,39475,6970,0.9999998532265366,1.4677346336107336e-07,1,1,1
312,37299,1378,0.9416541606163594,0.05834583938364054,1,1,1
313,33863,8788,0.9999997617631468,2.3823685319320354e-07,1,1,1
314,315,11139,0.9999996192984651,3.807015347092001e-07,1,1,1
315,22111,4726,0.9999995686087182,4.3139128184296755e-07,1,1,1
316,39578,2199,0.9999998991240595,1.0087594063711573e-07,1,1,1
317,48173,4874,0.9999810748427336,1.8925157266468097e-05,1,1,1
318,3514,354,0.6654105720171531,0.33458942798284697,1,1,1
319,26652,124,0.9999869928684336,1.3007131566370518e-05,1,1,1
320,24572,9433,0.999903897619317,9.610238068291657e-05,1,1,1
321,42021,6330,0.9999997993844246,2.0061557550827178e-07,1,1,1
322,15263,1897,0.9979492561441652,0.0020507438558347523,1,1,1
323,44293,5737,1.1079049268886554e-07,0.9999998892095073,0,1,1
324,8230,636,0.9999998909271025,1.0907289750358128e-07,1,1,1
325,48126,1129,0.9999998663612232,1.3363877685216864e-07,1,1,1
326,12194,9001,0.41489884579676883,0.5851011542032312,0,1,1
327,15138,9698,0.9999976312004487,2.3687995512579222e-06,1,1,1
328,43427,7265,4.832563236971018e-05,0.9999516743676302,0,1,1
329,27010,7863,0.9997901169914857,0.00020988300851439398,1,1,1
330,45100,9563,7.002168113030214e-07,0.9999992997831886,0,1,1
331,305,7632,0.9998147742820099,0.00018522571798993862,1,1,1
332,37798,9188,0.9999998555020306,1.4449796928021586e-07,1,1,1
333,41214,835,0.999994906295604,5.09370439593509e-06,1,1,1
334,23286,7970,0.9481545280395657,0.05184547196043442,1,1,1
335,45504,2945,0.3998116407397951,0.600188359260205,0,1,1
336,9446,764,0.672331705744791,0.32766829425520916,1,1,1
337,16512,8563,2.7264702706847715e-06,0.9999972735297293,0,1,1
338,29585,344,0.9962927471075546,0.0037072528924454256,1,1,1
339,23048,1582,6.312653041171948e-08,0.9999999368734696,0,1,1
340,4574,10830,0.9999998744579714,1.2554202865558547e-07,1,1,1
341,35937,5839,0.9999997081060866,2.9189391335962595e-07,1,1,1
342,40001,2659,0.9999997993844484,2.0061555159306056e-07,1,1,1
343,42215,10459,0.9999994373596398,5.626403600520684e-07,1,1,1
344,14190,774,0.9999999515991805,4.8400819346183454e-08,1,1,1
345,33050,551,1.315669626653309e-07,0.9999998684330373,0,1,1
346,25695,9507,0.9999990429168847,9.570831152663222e-07,1,1,1
347,197,8692,0.9950945934941635,0.004905406505836519,1,1,1
348,45936,4042,0.9985449372179264,0.0014550627820735928,1,1,1
349,20585,5191,0.9763105270635938,0.023689472936406084,1,1,1
350,42739,10378,0.999999988682032,1.1317967881413436e-08,1,1,1
351,27660,10329,1.1911081930461068e-06,0.9999988088918069,0,1,1
352,28987,5685,0.9999997081060169,2.918939829524796e-07,1,1,1
353,541,8232,0.9987934104493748,0.0012065895506253555,1,1,1
354,31494,7986,0.999999769092895,2.309071050106498e-07,1,1,1
355,12106,1440,0.9999985855238328,1.4144761671981473e-06,1,1,1
356,17996,556,1.1430738729629944e-07,0.9999998856926127,0,1,1
357,2603,8168,1.64675361981646e-08,0.9999999835324638,0,1,1
358,46548,2829,0.9905874119407115,0.009412588059288438,1,1,1
359,569,9400,1.6119920755777379e-07,0.9999998388007925,0,1,1
360,48483,10073,9.382920476354344e-09,0.9999999906170794,0,1,1
361,30948,6664,0.9999980666420025,1.9333579976004223e-06,1,1,1
362,10369,8984,0.9999997503298946,2.496701054036589e-07,1,1,1
363,1136,1677,0.9999999579486543,4.205134581170219e-08,1,1,1
364,23440,9005,0.9999999656786874,3.432131253380987e-08,1,1,1
365,9810,20,1.5294128588078363e-06,0.9999984705871413,0,1,1
366,4919,9646,4.3634663952098696e-09,0.9999999956365335,0,1,1
367,47769,3736,0.9999989651472299,1.0348527700940776e-06,1,1,1
368,8498,2143,5.2252268332018606e-05,0.999947747731668,0,1,1
369,14830,10869,0.06754668738548215,0.9324533126145177,0,1,1
370,12502,5320,3.205827001756426e-07,0.9999996794172998,0,1,1
371,39133,7492,0.9999573525115196,4.264748848043193e-05,1,1,1
372,25444,3887,0.9999993916409633,6.083590367129329e-07,1,1,1
373,8062,6179,0.9998911030387018,0.00010889696129815799,1,1,1
374,16876,5990,0.9999999692345706,3.076542949634108e-08,1,1,1
375,24971,4241,1.679731163729592e-06,0.9999983202688363,0,1,1
376,40969,9425,0.9999913353427209,8.664657279150075e-06,1,1,1
377,49969,2963,0.12592275991478885,0.8740772400852113,0,1,1
378,10026,3836,0.999541687147642,0.0004583128523578855,1,1,1
379,30355,10454,0.999995362125044,4.637874955917908e-06,1,1,1
380,47703,7679,0.000883045818820529,0.9991169541811794,0,1,1
381,40127,10684,3.7266392841594466e-06,0.9999962733607158,0,1,1
382,21787,4264,7.539388423779135e-09,0.9999999924606117,0,1,1
383,13202,3709,0.9999999952076708,4.7923291574743815e-09,1,1,1
384,21157,7884,2.396012075245172e-08,0.9999999760398793,0,1,1
385,24976,10637,0.9985449373919767,0.0014550626080232676,1,1,1
386,13212,1298,0.999996910505552,3.08949444798466e-06,1,1,1
387,43173,8635,0.9669140183935203,0.03308598160647967,1,1,1
388,22993,9417,1.2219074562959139e-05,0.999987780925437,0,1,1
389,42706,8195,0.0023231626024990126,0.9976768373975009,0,1,1
390,34588,877,2.7894687571518304e-10,0.9999999997210531,0,1,1
391,26615,9114,0.000588408716620758,0.9994115912833793,0,1,1
392,32963,8030,0.3923368372722396,0.6076631627277604,0,1,1
393,15256,635,1.0677029973219343e-06,0.9999989322970027,0,1,1
394,24486,6503,0.9999988273580664,1.1726419335857122e-06,1,1,1
395,35529,9580,0.9999983202680354,1.6797319646851447e-06,1,1,1
396,24937,10059,0.9991440992695738,0.0008559007304261728,1,1,1
397,40821,8747,7.690377575982486e-07,0.9999992309622424,0,1,1
398,42859,6923,0.999999920200561,7.979943884412098e-08,1,1,1
399,49457,3659,0.9999785550464715,2.1444953528413054e-05,1,1,1
400,13573,5121,2.8172646450194588e-09,0.9999999971827354,0,1,1
401,48097,9019,0.9999999854674417,1.453255837827414e-08,1,1,1
402,16637,1078,0.9979492568746348,0.0020507431253652406,1,1,1
403,10189,5594,0.35577489351363034,0.6442251064863697,0,1,1
404,38982,6697,0.9999998461827139,1.5381728619020062e-07,1,1,1
405,35372,3960,0.9999978766217906,2.123378209299678e-06,1,1,1
406,16917,603,7.112436137521714e-07,0.9999992887563862,0,1,1
407,37383,9352,0.9999995407863288,4.5921367111336564e-07,1,1,1
408,13619,7727,0.9995826843254949,0.0004173156745050374,1,1,1
409,12759,5691,7.380238156119015e-08,0.9999999261976183,0,1,1
410,1639,1954,0.3849121374280911,0.615087862571909,0,1,1
411,40914,5978,0.9796676473622778,0.020332352637722033,1,1,1
412,20726,2951,0.9999999476662428,5.2333757360501473e-08,1,1,1
