comment_id,status,confidence,index
1550,3.0,0.5488826120365614,108
29939,0.0,0.5833111757883408,109
20013,0.0,0.8524807093409335,110
22394,2.0,0.9722733244232334,111
34734,,0.0,112
40455,2.0,0.7574410320545713,113
20068,,0.0,114
21406,,0.0,115
30665,2.0,0.7243409684782915,116
20026,,0.0,117
20059,2.0,0.968831146460242,118
8994,2.0,0.9280938683195162,119
20024,2.0,0.6890641084678322,120
4587,,0.0,121
26493,2.0,0.5705038119930773,122
20038,0.0,0.4856370549694184,123
43442,0.0,0.6333611319428238,124
16178,0.0,0.9089989789162357,125
47205,0.0,0.7607249903219147,126
26842,2.0,0.5717465723630876,127
21275,,0.0,128
27786,3.0,0.3316552041624163,129
32962,,0.0,130
49016,0.0,0.35213374913217577,131
20045,,0.0,132
7479,,0.0,133
20069,2.0,0.9958097820684536,134
20088,,0.0,135
2088,3.0,0.36924939547306707,136
18346,2.0,0.3436551261030955,137
26170,3.0,0.23228092561798425,138
36180,2.0,0.8866648889021219,139
20008,,0.0,140
22489,,0.0,141
19431,,0.0,142
1645,,0.0,143
28525,2.0,0.5068739978494545,144
20017,0.0,0.5362638985728492,145
28203,,0.0,146
12852,2.0,0.8161663983688883,147
31411,,0.0,148
17197,2.0,0.9817575794402336,149
6827,0.0,0.854721439264529,150
13252,0.0,0.7605608219668992,151
28929,2.0,0.38363025808620427,152
24983,0.0,0.34785092117515204,153
20925,2.0,0.7091139382948706,154
9989,0.0,0.4559921741281526,155
23012,2.0,0.97655744917882,156
20685,,0.0,157
20061,2.0,0.991628744721352,158
6032,,0.0,159
616,,0.0,160
46051,2.0,0.9572041594575355,161
23093,,0.0,162
20851,0.0,0.6436538698666557,163
20025,0.0,0.7067960790068083,164
20054,2.0,0.6897072377617635,165
39129,2.0,0.8192999338086692,166
18417,1.0,0.42508150463327354,167
47401,2.0,0.607878529599301,168
47047,2.0,0.836599053552982,169
28486,2.0,0.31263906578393097,170
30007,,0.0,171
20998,3.0,0.39555631956774084,172
20050,2.0,0.5937512063818978,173
32127,2.0,0.9827307087365779,174
17959,,0.0,175
12278,,0.0,176
48434,2.0,0.46364549667044047,177
23725,0.0,0.7825924008129118,178
38133,0.0,0.3254682752259655,179
19687,2.0,0.7423508010266507,180
19040,2.0,0.8924502919142884,181
38354,0.0,0.7033927051630492,182
27791,,0.0,183
1787,,0.0,184
26953,3.0,0.3128597416867633,185
2317,0.0,0.5481339931260779,186
20041,1.0,0.3380642654576792,187
6830,1.0,0.30778158938433187,188
48629,2.0,0.32075802008497023,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,3.0,0.5020691523729067,194
39511,,0.0,195
8717,2.0,0.4124836687918656,196
13734,,0.0,197
48979,0.0,0.7097075658053518,198
28698,2.0,0.3656737882970515,199
